Step,DQN_v0,DQN_v1,DQN_v2,Mean,CI_lower,CI_upper
9984,,-0.975946665,,-0.975946665,,
9992,,,2.31313777,2.31313777,,
10024,-2.408627987,0.105081633,,-1.151773177,-2.240241371328665,-0.063304982671335
10032,,,1.872487068,1.872487068,,
10056,,,2.797703505,2.797703505,,
10064,,0.978996098,,0.978996098,,
10080,,1.873746276,1.857800484,1.86577338,1.8588686495222686,1.8726781104777315
10120,,1.32934165,2.815362215,2.0723519325,1.4288861525819472,2.715817712418053
10136,,,2.875360489,2.875360489,,
10160,,1.827093244,,1.827093244,,
10184,,,2.460999012,2.460999012,,
10200,-3.332314968,2.761876106,2.90255475,0.7773719626666667,-1.402544258884813,2.9572881842181467
10224,,3.275031328,,3.275031328,,
10232,,,2.674963951,2.674963951,,
10256,,3.639564037,,3.639564037,,
10272,,3.199564219,,3.199564219,,
10280,,,2.686392546,2.686392546,,
10296,,,3.254233599,3.254233599,,
10304,,3.051823378,,3.051823378,,
10328,,,3.725788116,3.725788116,,
10336,,3.939572573,,3.939572573,,
10360,,,3.720835209,3.720835209,,
10368,,3.51413846,,3.51413846,,
10384,,,4.182174206,4.182174206,,
10389,-0.904377699,,,-0.904377699,,
10392,,4.384243965,,4.384243965,,
10408,,,3.225807905,3.225807905,,
10424,,3.928902864,,3.928902864,,
10432,,,2.275809288,2.275809288,,
10440,,3.975352287,,3.975352287,,
10472,,3.959665537,1.860844731,2.910255134,2.0014390660063337,3.819071201993666
10496,,3.416477442,,3.416477442,,
10504,,,2.778577089,2.778577089,,
10520,,3.82041049,,3.82041049,,
10528,,,2.7936728,2.7936728,,
10544,,4.227016449,,4.227016449,,
10556,-1.001207113,,,-1.001207113,,
10568,,3.763258934,3.25067234,3.506965637,3.2850091309783296,3.7289221430216704
10600,,,3.257661343,3.257661343,,
10616,,4.28317976,,4.28317976,,
10632,,4.646193027,,4.646193027,,
10640,,,3.707484007,3.707484007,,
10648,,4.616410732,3.685493231,4.1509519815,3.7478528791532373,4.554051083846764
10688,,,4.476729393,4.476729393,,
10696,,3.132812262,,3.132812262,,
10712,,3.503150463,,3.503150463,,
10723,-1.240735173,,,-1.240735173,,
10728,,,4.524218082,4.524218082,,
10760,,2.106346607,,2.106346607,,
10768,,,5.592189789,5.592189789,,
10776,,2.588163853,,2.588163853,,
10784,,,6.078609467,6.078609467,,
10808,,2.098924398,6.065326214,4.082125306,2.364622938863633,5.799627673136367
10840,,1.575251698,,1.575251698,,
10848,,,5.125295162,5.125295162,,
10856,,1.606432319,,1.606432319,,
10864,,,5.16116333,5.16116333,,
10888,,0.209049404,,0.209049404,,
10904,,,4.594756126,4.594756126,,
10920,,,4.585348129,4.585348129,,
10924,-0.572566926,,,-0.572566926,,
10928,,0.115798444,,0.115798444,,
10952,,,3.646615028,3.646615028,,
10968,,0.553571939,,0.553571939,,
10976,,,4.081711292,4.081711292,,
10984,,1.060269594,,1.060269594,,
11008,,1.163453102,,1.163453102,,
11016,,,5.0325284,5.0325284,,
11032,,0.286408484,5.038058758,2.662233621,0.6047086974083538,4.719758544591646
11056,,0.238807485,,0.238807485,,
11080,,-1.179579854,4.509442329,1.6649312374999998,-0.7984876290856042,4.128350104085603
11082,-2.300542355,,,-2.300542355,,
11104,,,4.520242214,4.520242214,,
11128,,-1.51827383,4.560264111,1.5209951405000002,-1.1110889968867799,4.15307927788678
11152,,-1.45523417,,-1.45523417,,
11168,,-0.989347816,4.611521244,1.8110867140000002,-0.6141607306151375,4.236334158615138
11192,,,5.672445774,5.672445774,,
11200,,0.04065337,,0.04065337,,
11224,,,6.112348557,6.112348557,,
11232,,-0.926213324,,-0.926213324,,
11241,-6.106229305,,,-6.106229305,,
11256,,-0.02412731,5.63835001,2.80711135,0.3551867462633842,5.259035953736616
11280,,-0.00224286,5.590974808,2.794365974,0.37243167930801935,5.216300268691981
11296,,-0.465001076,,-0.465001076,,
11304,,,4.613954067,4.613954067,,
11336,,-0.847109854,,-0.847109854,,
11344,,,4.163925648,4.163925648,,
11352,,-1.718680978,,-1.718680978,,
11360,,,4.191835403,4.191835403,,
11384,,-1.203123927,,-1.203123927,,
11392,,,4.21394062,4.21394062,,
11408,,-2.654765129,,-2.654765129,,
11430,-3.822831631,,,-3.822831631,,
11432,,-2.268525124,3.894390583,0.8129327295,-1.85568805232207,3.48155351132207
11464,,-3.38549614,4.32984066,0.47217226000000023,-2.8686665737764727,3.813011093776473
11488,,,3.418563366,3.418563366,,
11496,,-3.825497389,,-3.825497389,,
11512,,-2.399473906,,-2.399473906,,
11536,,,3.017951965,3.017951965,,
11544,,-2.909028292,,-2.909028292,,
11552,,,3.453804016,3.453804016,,
11584,,-2.848967075,3.4090693,0.28005111250000003,-2.429758126778543,2.9898603517785425
11592,,-2.789306402,,-2.789306402,,
11601,-2.387655973,,,-2.387655973,,
11616,,,3.373201132,3.373201132,,
11632,,-4.289365768,3.865874052,-0.2117458579999998,-3.74306828703722,3.31957657103722
11664,,-3.369836569,3.423964262,0.027063846500000155,-2.9147382074489174,2.968865900448918
11680,,,2.907827854,2.907827854,,
11696,,-3.316996336,,-3.316996336,,
11712,,,2.870100737,2.870100737,,
11720,,-2.364483595,,-2.364483595,,
11744,,,2.462563753,2.462563753,,
11752,,-2.884409666,,-2.884409666,,
11760,,,1.979608655,1.979608655,,
11776,,-1.920693517,,-1.920693517,,
11780,0.358719081,,,0.358719081,,
11792,,,1.503230572,1.503230572,,
11800,,-1.584980488,,-1.584980488,,
11832,,-2.089294434,,-2.089294434,,
11840,,,1.850900412,1.850900412,,
11856,,-1.607726574,,-1.607726574,,
11864,,,2.287242889,2.287242889,,
11888,,-1.711243153,,-1.711243153,,
11904,,,2.245685577,2.245685577,,
11912,,-1.218501568,,-1.218501568,,
11928,,,3.114117861,3.114117861,,
11930,2.152671814,,,2.152671814,,
11944,,-2.328605175,,-2.328605175,,
11968,,-1.360724211,2.635253191,0.63726449,-1.093044481540273,2.367573461540273
12000,,,3.086271286,3.086271286,,
12024,,,3.433835268,3.433835268,,
12032,,-0.375160992,,-0.375160992,,
12040,,-0.587123394,,-0.587123394,,
12064,,,3.444413662,3.444413662,,
12080,,-0.648305774,,-0.648305774,,
12084,2.832967997,,,2.832967997,,
12096,,,4.389739513,4.389739513,,
12104,,-0.592239857,,-0.592239857,,
12112,,,3.867872477,3.867872477,,
12120,,-0.04469455,,-0.04469455,,
12144,,-0.438457698,3.882454157,1.7219982295,-0.14901148747167325,3.5930079464716735
12176,,,3.462790251,3.462790251,,
12184,,-0.425523579,,-0.425523579,,
12216,,-0.850760818,,-0.850760818,,
12232,,-1.454277873,2.932577133,0.73914963,-1.16041430895747,2.63871356895747
12248,,-1.894995332,,-1.894995332,,
12262,1.574754715,,,1.574754715,,
12264,,,3.127692461,3.127692461,,
12272,,-2.453909397,3.189592361,0.367841482,-2.075866462365072,2.8115494263650715
12312,,,2.318753481,2.318753481,,
12320,,-1.871127844,,-1.871127844,,
12352,,-1.437238455,2.816378593,0.6895700690000001,-1.1523001417692877,2.5314402797692876
12368,,,2.73111558,2.73111558,,
12376,,-1.912590384,,-1.912590384,,
12400,,-2.357879162,3.184846163,0.41348350049999993,-1.9865869683246817,2.8135539693246816
12440,,-1.346570134,3.611140013,1.1322849394999999,-1.0144665264509443,3.279036405450944
12448,,,4.117235661,4.117235661,,
12462,2.073661327,,,2.073661327,,
12464,,-1.729465246,,-1.729465246,,
12488,,,4.019615173,4.019615173,,
12496,,,3.56839776,3.56839776,,
12504,,-1.754609108,,-1.754609108,,
12528,,-0.85810858,,-0.85810858,,
12536,,,4.042558193,4.042558193,,
12544,,-0.914046943,,-0.914046943,,
12568,,,3.68158865,3.68158865,,
12584,,-1.791217208,,-1.791217208,,
12600,,,2.349015236,2.349015236,,
12608,,-1.341968536,,-1.341968536,,
12616,-0.304688036,,2.865342617,1.2803272905,-0.09233624763668757,2.6529908286366877
12640,,,0.976326168,0.976326168,,
12656,,-2.101184368,,-2.101184368,,
12664,,,0.550621331,0.550621331,,
12696,,-1.594447494,-0.894907951,-1.2446777225,-1.5475872300948788,-0.9417682149051214
12712,,-1.612282634,,-1.612282634,,
12728,,,-0.743228257,-0.743228257,,
12744,,-1.886964798,-0.261774421,-1.0743696095,-1.7780976857340052,-0.3706415332659947
12776,,-0.924475372,,-0.924475372,,
12784,,,-0.761796772,-0.761796772,,
12792,-1.167934418,-1.071276903,,-1.1196056605,-1.1614595922283377,-1.0777517287716623
12816,,-1.590007186,-1.268622875,-1.4293150305,-1.5684785193518795,-1.2901515416481204
12856,,-1.004321694,,-1.004321694,,
12864,,,-0.874162912,-0.874162912,,
12888,,-0.057835001,,-0.057835001,,
12896,,,-1.320191979,-1.320191979,,
12904,,-0.126718193,-1.72024858,-0.9234833865000001,-1.6135022849222247,-0.23346448807777542
12944,,-0.065621689,,-0.065621689,,
12948,1.023548961,,,1.023548961,,
12952,,,-2.010044575,-2.010044575,,
12968,,0.846630037,,0.846630037,,
12984,,,-1.983328104,-1.983328104,,
13000,,,-1.495656371,-1.495656371,,
13008,,1.355962634,,1.355962634,,
13032,,,-1.987058878,-1.987058878,,
13064,,1.334180236,-1.996881247,-0.3313505055,-1.7737424384229348,1.1110414274229345
13072,,,-1.996433258,-1.996433258,,
13099,-1.254194856,,,-1.254194856,,
13104,,1.816851974,,1.816851974,,
13112,,1.798660517,,1.798660517,,
13120,,,-1.985259295,-1.985259295,,
13144,,,-2.102025509,-2.102025509,,
13152,,1.320720673,,1.320720673,,
13168,,,-2.042195559,-2.042195559,,
13176,,0.804068983,,0.804068983,,
13192,,,-2.443288088,-2.443288088,,
13224,,1.779106975,,1.779106975,,
13248,,2.222889423,-3.378611088,-0.5778608325000001,-3.0033817034187598,1.8476600384187594
13272,,1.876869321,,1.876869321,,
13280,,,-2.948271751,-2.948271751,,
13293,-3.20129776,,,-3.20129776,,
13296,,,-3.001238823,-3.001238823,,
13312,,2.89200902,,2.89200902,,
13328,,,-2.065397978,-2.065397978,,
13352,,4.273225307,-2.07700038,1.0981124635,-1.6516159188532475,3.8478408458532476
13392,,5.174135208,,5.174135208,,
13400,,,-1.545989275,-1.545989275,,
13424,,5.470349789,-0.613007188,2.4286713005,-0.20549954068565635,5.062842141685657
13448,,5.917368889,,5.917368889,,
13450,-3.753022432,,,-3.753022432,,
13456,,,-0.584296465,-0.584296465,,
13472,,6.323048115,,6.323048115,,
13480,,,-0.545628011,-0.545628011,,
13512,,6.763532162,,6.763532162,,
13520,,,-1.147668958,-1.147668958,,
13536,,5.406075001,,5.406075001,,
13544,,,-1.011191368,-1.011191368,,
13560,,6.017103672,-0.503351271,2.7568762005000003,-0.06656361193490934,5.58031601293491
13584,,6.517748356,,6.517748356,,
13600,,,-0.528558075,-0.528558075,,
13616,,,-0.530153394,-0.530153394,,
13626,-3.416696548,,,-3.416696548,,
13632,,6.973070145,,6.973070145,,
13664,,7.401322365,0.324881345,3.863101855,0.7989130091488641,6.927290700851136
13688,,7.920881748,0.710411608,4.315646678,1.193421520765428,7.4378718352345725
13712,,,0.739189148,0.739189148,,
13720,,7.954777718,,7.954777718,,
13736,,7.471875668,,7.471875668,,
13760,,,1.26317656,1.26317656,,
13776,,7.524474621,,7.524474621,,
13784,,,1.333830714,1.333830714,,
13800,,6.167409897,,6.167409897,,
13803,-3.266060591,,,-3.266060591,,
13816,,,0.916099966,0.916099966,,
13840,,6.687380791,1.495057702,4.0912192465,1.8428773966347531,6.339561096365246
13864,,7.155080795,0.994796336,4.0749385655,1.407457147483759,6.742419983516241
13904,,7.199651718,,7.199651718,,
13912,,,1.033104897,1.033104897,,
13920,,,2.366631746,2.366631746,,
13944,,8.122265816,,8.122265816,,
13952,,,2.382504702,2.382504702,,
13960,,8.189496994,,8.189496994,,
13966,-1.964475036,,,-1.964475036,,
13984,,,2.352372885,2.352372885,,
13992,,7.255089283,,7.255089283,,
14024,,,2.368758678,2.368758678,,
14032,,6.761885643,,6.761885643,,
14040,,,2.859480143,2.859480143,,
14072,,8.092276573,,8.092276573,,
14080,,,3.31512475,3.31512475,,
14104,,8.576745033,,8.576745033,,
14112,,,4.209486485,4.209486485,,
14136,,7.726029396,,7.726029396,,
14144,,,4.684100628,4.684100628,,
14168,,,3.263028383,3.263028383,,
14175,-0.41277203,,,-0.41277203,,
14176,,7.770206928,,7.770206928,,
14192,,7.939759254,,7.939759254,,
14200,,,3.199255466,3.199255466,,
14224,,7.036361694,3.229158401,5.1327600475,3.484192662945113,6.781327432054886
14248,,6.565070152,2.800909758,4.682989955,3.053060692438378,6.312919217561622
14272,,5.630675793,,5.630675793,,
14280,,,2.333839655,2.333839655,,
14304,,6.015799999,2.364233255,4.190016627,2.608841845040785,5.771191408959216
14336,,,3.276843786,3.276843786,,
14340,1.158429742,,,1.158429742,,
14344,,6.496057034,,6.496057034,,
14368,,6.478029251,,6.478029251,,
14376,,,3.75181818,3.75181818,,
14392,,5.9975667,,5.9975667,,
14408,,,4.307364464,4.307364464,,
14416,,4.580868721,,4.580868721,,
14432,,,3.358052969,3.358052969,,
14440,,4.553116322,,4.553116322,,
14456,,,3.301538467,3.301538467,,
14472,,3.625802517,,3.625802517,,
14480,,,2.323861122,2.323861122,,
14504,,4.087252617,,4.087252617,,
14505,-1.616223693,,,-1.616223693,,
14512,,,2.760951281,2.760951281,,
14520,,4.00712204,,4.00712204,,
14560,,4.022144318,3.230640173,3.6263922455,3.283660897114659,3.969123593885341
14568,,,2.758892298,2.758892298,,
14576,,3.008888721,,3.008888721,,
14600,,2.090931892,,2.090931892,,
14608,,,3.342281342,3.342281342,,
14624,,1.609599948,2.363277674,1.986438811,1.660086782508756,2.312790839491244
14656,,1.538702846,2.336762905,1.9377328755,1.5921627330801458,2.2833030179198546
14692,-1.473096371,,,-1.473096371,,
14696,,1.925525904,2.259370804,2.092448354,1.947889271838062,2.237007436161938
14728,,,3.706254721,3.706254721,,
14744,,2.891791582,3.718258381,3.3050249815,2.9471543598407957,3.662895603159204
14760,,1.967658758,,1.967658758,,
14784,,0.947560132,2.775561333,1.8615607325,1.0700129933927673,2.653108471607233
14800,,-0.099618673,,-0.099618673,,
14808,,,2.782722712,2.782722712,,
14824,,,2.320691586,2.320691586,,
14848,,-0.166064456,,-0.166064456,,
14864,,,0.888604939,0.888604939,,
14872,,,0.966888666,0.966888666,,
14873,-1.098782659,,,-1.098782659,,
14880,,-0.17314662,,-0.17314662,,
14912,,-0.69645381,0.0447556,-0.32584910499999997,-0.6468021942920381,-0.004896015707961887
14936,,-0.696079731,,-0.696079731,,
14952,,,1.393003345,1.393003345,,
14960,,-0.222541556,,-0.222541556,,
14984,,,2.344220877,2.344220877,,
14992,,0.721241355,,0.721241355,,
15016,,,3.240731955,3.240731955,,
15040,-1.480506182,0.755190134,,-0.362658024,-1.330742926401642,0.605426878401642
15048,,,3.260651827,3.260651827,,
15064,,1.230720043,,1.230720043,,
15080,,,3.301301479,3.301301479,,
15088,,2.190782309,,2.190782309,,
15120,,1.313963294,3.300225735,2.3070945145,1.4470176482555543,3.167171380744446
15152,,,3.787184477,3.787184477,,
15168,,,3.277331352,3.277331352,,
15176,,2.252487421,,2.252487421,,
15200,,2.723831654,2.838776112,2.781303883,2.731531472673883,2.831076293326117
15220,-1.360713243,,,-1.360713243,,
15224,,1.737116218,2.845392466,2.2912543419999998,1.811356649410548,2.7711520345894516
15240,,,2.705726147,2.705726147,,
15264,,2.263571978,,2.263571978,,
15288,,2.22969389,,2.22969389,,
15312,,2.251170397,2.223031282,2.2371008395,2.224916245284994,2.249285433715006
15328,,,2.703513384,2.703513384,,
15344,,2.650500536,,2.650500536,,
15368,,3.080054283,,3.080054283,,
15376,,,3.617074728,3.617074728,,
15392,,3.138243198,,3.138243198,,
15397,1.068124413,,,1.068124413,,
15400,,,3.617852688,3.617852688,,
15432,,,3.649725199,3.649725199,,
15440,,3.129555941,,3.129555941,,
15472,,3.143059492,3.210755587,3.1769075395,3.147594270496498,3.2062208085035024
15504,,3.19093442,,3.19093442,,
15512,,,3.279625416,3.279625416,,
15520,,,3.11578083,3.11578083,,
15528,,3.278124571,,3.278124571,,
15544,,,2.610979795,2.610979795,,
15559,-0.23787871,,,-0.23787871,,
15560,,3.403132677,,3.403132677,,
15584,,3.399077415,,3.399077415,,
15592,,,3.591478109,3.591478109,,
15608,,2.492931128,4.996421814,3.744676471,2.6606332048931334,4.828719737106867
15632,,1.938568115,,1.938568115,,
15672,,2.417333603,7.346691608,4.8820126055,2.7475379771609076,7.016487233839092
15688,,,8.251583099,8.251583099,,
15704,,2.435280323,,2.435280323,,
15712,,,6.862318516,6.862318516,,
15718,-0.66929698,,,-0.66929698,,
15728,,2.923831701,6.392318726,4.6580752135,3.1561762753266427,6.1599741516733575
15752,,2.023321629,,2.023321629,,
15760,,,4.328396797,4.328396797,,
15776,,,4.150930882,4.150930882,,
15784,,0.140336826,,0.140336826,,
15808,,0.058164869,3.660734415,1.859449642,0.2994912691319127,3.419408014868087
15832,,0.931250453,,0.931250453,,
15840,,,3.234345913,3.234345913,,
15872,,1.472191095,2.742223501,2.1072072979999996,1.557267134387263,2.657147461612736
15876,-3.46906805,,,-3.46906805,,
15896,,,3.25493145,3.25493145,,
15920,,,3.737324238,3.737324238,,
15936,,1.927201509,,1.927201509,,
15944,,,4.212569714,4.212569714,,
15960,,2.895114183,,2.895114183,,
15976,,2.86056447,3.396196842,3.128380656,2.896445035379341,3.360316276620659
16016,,1.910709023,3.850223541,2.880466282,2.040631860201634,3.720300703798366
16040,,2.864574432,,2.864574432,,
16053,-3.767362595,,,-3.767362595,,
16056,,,3.140523195,3.140523195,,
16064,,2.434001446,,2.434001446,,
16088,,,3.157078028,3.157078028,,
16096,,2.387287855,,2.387287855,,
16104,,,2.174931288,2.174931288,,
16120,,1.806467295,,1.806467295,,
16144,,,2.055850744,2.055850744,,
16152,,1.820130587,,1.820130587,,
16176,,0.905218363,2.081142187,1.493180275,0.9839903227503288,2.0023702272496715
16192,,,0.581923902,0.581923902,,
16200,,0.386726528,,0.386726528,,
16209,-3.999401331,,,-3.999401331,,
16232,,0.308199286,1.464332461,0.8862658735,0.38564552364601945,1.3868862233539805
16248,,,1.199234366,1.199234366,,
16272,,0.682694733,,0.682694733,,
16288,,0.576241374,,0.576241374,,
16296,,,0.725284219,0.725284219,,
16320,,,0.270814478,0.270814478,,
16336,,1.457001925,,1.457001925,,
16352,,,-0.236709669,-0.236709669,,
16360,,2.041197062,,2.041197062,,
16368,,,-1.638340592,-1.638340592,,
16392,,2.504179001,,2.504179001,,
16402,-3.328177214,,,-3.328177214,,
16416,,,-2.159706354,-2.159706354,,
16424,,,-1.219706297,-1.219706297,,
16440,,3.444322348,,3.444322348,,
16464,,3.86733079,,3.86733079,,
16472,,,-0.726110816,-0.726110816,,
16488,,3.819415331,,3.819415331,,
16504,,,1.455150127,1.455150127,,
16520,,,1.018010497,1.018010497,,
16536,,4.37762022,,4.37762022,,
16552,,4.037707329,,4.037707329,,
16558,-3.158229351,,,-3.158229351,,
16560,,,0.986831963,0.986831963,,
16576,,4.017479897,1.435188293,2.7263340950000003,1.6081690304783662,3.8444991595216345
16616,,,0.486812025,0.486812025,,
16624,,4.002283573,,4.002283573,,
16632,,,0.350827903,0.350827903,,
16648,,4.481275082,,4.481275082,,
16656,,,0.832997024,0.832997024,,
16680,,4.540504456,,4.540504456,,
16688,,,0.791322947,0.791322947,,
16704,,4.137888432,,4.137888432,,
16708,-1.176339507,,,-1.176339507,,
16728,,,0.885103941,0.885103941,,
16744,,4.172947884,,4.172947884,,
16760,,,1.420950651,1.420950651,,
16768,,5.187193394,,5.187193394,,
16800,,,1.962207079,1.962207079,,
16808,,4.22912693,,4.22912693,,
16816,,,1.404026508,1.404026508,,
16824,,5.115176201,,5.115176201,,
16848,,,2.828814745,2.828814745,,
16864,,,2.416665077,2.416665077,,
16878,-2.15502882,,,-2.15502882,,
16888,,6.577622414,,6.577622414,,
16896,,6.587966919,1.445880055,4.016923487,1.7903345606548684,6.243512413345131
16928,,,1.585319281,1.585319281,,
16936,,6.146226406,,6.146226406,,
16968,,7.072613716,1.538078785,4.3053462505,1.90882232631082,6.701870174689181
16984,,,2.923919916,2.923919916,,
17000,,7.561202526,,7.561202526,,
17032,,,3.879087448,3.879087448,,
17048,,8.520768166,,8.520768166,,
17056,,8.520768166,3.417865276,5.969316721,3.7596949531074837,8.178938488892516
17061,-0.04926312,,,-0.04926312,,
17096,,8.7261343,2.946021795,5.8360780475,3.3332159144689433,8.338940180531058
17112,,,2.918138981,2.918138981,,
17128,,8.715116501,,8.715116501,,
17144,,8.29076004,3.046234369,5.6684972045,3.3975509735571836,7.939443435442817
17176,,6.914936066,,6.914936066,,
17184,,,3.545906544,3.545906544,,
17208,,,4.024446964,4.024446964,,
17213,-0.629984319,,,-0.629984319,,
17216,,5.05711174,,5.05711174,,
17224,,4.631857872,,4.631857872,,
17240,,,3.063562632,3.063562632,,
17264,,4.609634399,,4.609634399,,
17272,,,3.047334433,3.047334433,,
17296,,4.544149399,3.542722702,4.0434360505,3.609805570685029,4.477066530314972
17320,,4.008069992,3.583517313,3.7957936525000004,3.6119569498706303,3.9796303551293706
17344,,4.488603592,,4.488603592,,
17360,,,3.530827761,3.530827761,,
17376,-0.819284856,,,-0.819284856,,
17384,,4.008399487,,4.008399487,,
17392,,,3.190712929,3.190712929,,
17416,,4.015022278,3.638305426,3.8266638520000003,3.6635406700671487,3.989787033932852
17432,,3.463934422,,3.463934422,,
17456,,,4.184273243,4.184273243,,
17472,,2.85321331,,2.85321331,,
17480,,,4.07488203,4.07488203,,
17496,,2.879698515,,2.879698515,,
17504,,,3.548821926,3.548821926,,
17520,,2.782170296,,2.782170296,,
17535,0.79998064,,,0.79998064,,
17536,,,3.124165058,3.124165058,,
17544,,2.375609875,,2.375609875,,
17568,,1.613772035,,1.613772035,,
17576,,,3.780236959,3.780236959,,
17600,,1.195946693,3.334769726,2.2653582095,1.3392206691113575,3.1914957498886425
17624,,0.795476973,3.816394091,2.305935532,0.9978400485423624,3.6140310154576376
17656,,,3.84453702,3.84453702,,
17672,,0.804189205,,0.804189205,,
17688,,,4.254013538,4.254013538,,
17696,,0.650429666,,0.650429666,,
17697,1.629161954,,,1.629161954,,
17704,,,4.315898895,4.315898895,,
17720,,1.125959635,,1.125959635,,
17744,,0.192766577,2.788920164,1.4908433705,0.366675891265952,2.615010849734048
17776,,,2.773502827,2.773502827,,
17784,,0.173015833,,0.173015833,,
17808,,,2.303438425,2.303438425,,
17816,,0.538802028,,0.538802028,,
17824,,,3.108802795,3.108802795,,
17832,,0.109782241,,0.109782241,,
17840,,,2.014734745,2.014734745,,
17864,-0.979393721,,,-0.979393721,,
17872,,-0.390338987,2.242958307,0.9263096599999999,-0.21394151616041113,2.066560836160411
17896,,0.532365024,,0.532365024,,
17904,,,1.694390416,1.694390416,,
17920,,1.003679276,,1.003679276,,
17944,,,1.700849891,1.700849891,,
17960,,0.546323359,,0.546323359,,
17976,,,2.691516399,2.691516399,,
17984,,1.991639376,,1.991639376,,
17992,,,2.798515558,2.798515558,,
18016,,1.527837634,,1.527837634,,
18032,,,1.868514895,1.868514895,,
18040,,2.050909758,1.859515667,1.9552127124999998,1.8723366400298844,2.0380887849701153
18041,0.179777145,,,0.179777145,,
18064,,1.576628208,,1.576628208,,
18088,,,2.445331812,2.445331812,,
18104,,1.57299459,,1.57299459,,
18120,,1.063320756,2.45813036,1.760725558,1.1567552827467429,2.3646958332532573
18136,,,1.484534979,1.484534979,,
18168,,1.133317828,,1.133317828,,
18192,,2.60699296,1.975798965,2.2913959625,2.018080945306906,2.5647109796930945
18208,,,2.962743282,2.962743282,,
18218,1.500086427,,,1.500086427,,
18224,,3.02725935,,3.02725935,,
18248,,2.549527168,2.539860964,2.544694066,2.5405084768889186,2.5488796551110813
18272,,,2.880809546,2.880809546,,
18288,,2.553982973,3.267434597,2.9107087849999997,2.6017751696223677,3.219642400377632
18304,,3.343171835,,3.343171835,,
18312,,,2.294282436,2.294282436,,
18344,,4.230906487,,4.230906487,,
18360,,,2.334055901,2.334055901,,
18366,-0.762831926,,,-0.762831926,,
18376,,4.202634811,,4.202634811,,
18384,,,3.708573818,3.708573818,,
18392,,3.691737652,,3.691737652,,
18416,,,3.353845119,3.353845119,,
18424,,3.683031321,,3.683031321,,
18440,,2.422172546,,2.422172546,,
18448,,,3.510680676,3.510680676,,
18472,,2.899236917,,2.899236917,,
18488,,,3.931718826,3.931718826,,
18496,,,3.440983295,3.440983295,,
18512,,1.523823619,,1.523823619,,
18522,-1.829295516,,,-1.829295516,,
18544,,,3.147045612,3.147045612,,
18552,,1.517907858,,1.517907858,,
18560,,1.910566449,,1.910566449,,
18576,,,3.130463362,3.130463362,,
18600,,2.816826105,,2.816826105,,
18600,,2.816826105,,2.816826105,,
18616,,,4.661360741,4.661360741,,
18624,,,5.257357121,5.257357121,,
18648,,1.878923774,,1.878923774,,
18664,,,4.843349457,4.843349457,,
18680,,1.830509067,,1.830509067,,
18688,,0.735603094,,0.735603094,,
18692,0.190299153,,,0.190299153,,
18696,,,4.868799686,4.868799686,,
18720,,,4.278620243,4.278620243,,
18728,,1.191188216,,1.191188216,,
18752,,0.739965916,3.688845873,2.2144058945,0.9375034167636174,3.4913083722363827
18776,,0.704979181,,0.704979181,,
18792,,0.699110866,5.075124741,2.8871178035,0.9922482119684075,4.781987395031592
18800,,,5.515124798,5.515124798,,
18824,,-0.183828562,,-0.183828562,,
18838,-2.423301935,,,-2.423301935,,
18840,,,5.025475025,5.025475025,,
18864,,-0.611927569,,-0.611927569,,
18872,,-1.507145047,5.000906467,1.7468807100000001,-1.0711882601308913,4.5649496801308915
18896,,,5.564684868,5.564684868,,
18928,,,5.08069706,5.08069706,,
18936,,-1.517936945,,-1.517936945,,
18952,,-0.109963879,,-0.109963879,,
18968,,,4.580476761,4.580476761,,
18984,,-0.124196254,,-0.124196254,,
19000,,-1.444216251,4.545927048,1.5508553985,-1.0429527361215647,4.144663533121564
19016,,,4.668628216,4.668628216,,
19017,-2.275931597,,,-2.275931597,,
19040,,-1.405097008,4.157719135,1.3763110634999998,-1.032458984710087,3.7850811117100864
19064,,,4.222873211,4.222873211,,
19080,,0.01038421,,0.01038421,,
19088,,0.044539019,3.759645462,1.9020922405,0.293403961799376,3.5107805192006243
19120,,-0.466241121,1.890234351,0.711996615,-0.30838719607346377,1.7323804260734637
19144,,,2.749208689,2.749208689,,
19160,,0.06588573,,0.06588573,,
19168,,,2.29467392,2.29467392,,
19172,-1.165098667,,,-1.165098667,,
19192,,0.522173882,,0.522173882,,
19200,,,1.797169805,1.797169805,,
19208,,0.912589908,,0.912589908,,
19224,,0.060943648,,0.060943648,,
19240,,,2.250743866,2.250743866,,
19248,,-1.360606909,,-1.360606909,,
19272,,,3.645586252,3.645586252,,
19288,,-1.783021927,,-1.783021927,,
19296,,,2.767802,2.767802,,
19320,,-1.347509384,2.795289993,0.7238903044999999,-1.0699944471321747,2.517775056132175
19331,0.169655517,,,0.169655517,,
19344,,,1.425179005,1.425179005,,
19352,,-1.414152265,,-1.414152265,,
19368,,-1.379420996,1.302025318,-0.0386978389999999,-1.1997981524040735,1.1224024744040737
19392,,,0.314693987,0.314693987,,
19408,,-1.312632799,,-1.312632799,,
19424,,-1.282963634,-0.478381455,-0.8806725445,-1.2290668477231197,-0.5322782412768804
19448,,-1.339473486,0.55463028,-0.39242160299999995,-1.2125925923798886,0.4277493863798888
19472,,-1.500879049,0.029914569,-0.73548224,-1.3983353205695463,-0.07262915943045345
19486,-0.02940646,,,-0.02940646,,
19504,,-0.936916769,,-0.936916769,,
19512,,,-0.495705903,-0.495705903,,
19520,,,-0.685933173,-0.685933173,,
