Step,DQN_v0,DQN_v1,DQN_v2,Mean,CI_lower,CI_upper
29011,-0.971671522,,,-0.971671522,,
29024,,3.015357256,0.578002989,1.7966801225000002,0.7412747658777994,2.8520854791222012
29048,,,-0.394674748,-0.394674748,,
29064,,,-0.430197269,-0.430197269,,
29072,,3.148149729,,3.148149729,,
29080,,3.65740943,,3.65740943,,
29088,,,-0.717963934,-0.717963934,,
29104,,,-2.29242897,-2.29242897,,
29120,,3.162519217,,3.162519217,,
29136,,,-2.454150677,-2.454150677,,
29152,,3.659114361,,3.659114361,,
29160,,,-2.418747425,-2.418747425,,
29166,-0.713782489,,,-0.713782489,,
29184,,3.690274954,-2.876714468,0.40678024300000004,-2.4368095899178464,3.2503700759178464
29208,,3.234335184,,3.234335184,,
29216,,,-2.364308596,-2.364308596,,
29248,,3.283940554,-1.925796151,0.6790722015,-1.57680996527912,2.93495436827912
29264,,,-1.560625434,-1.560625434,,
29272,,4.234883785,,4.234883785,,
29296,,3.802794695,-1.069509625,1.366642535,-0.7431271230443341,3.476412193044334
29323,-0.952614725,,,-0.952614725,,
29328,,3.33171773,-0.59566766,1.3680250349999998,-0.33258272409592937,3.068632794095929
29344,,3.318186998,,3.318186998,,
29352,,,-0.461754203,-0.461754203,,
29376,,1.79549861,,1.79549861,,
29384,,,-0.456298053,-0.456298053,,
29400,,2.347391129,,2.347391129,,
29424,,2.255258799,-0.474433154,0.8904128225,-0.29157846540198007,2.07240411040198
29456,,0.818832815,0.113372728,0.4661027715,0.16062959315100955,0.7715759498489905
29482,-2.246938229,,,-2.246938229,,
29504,,,-0.787445247,-0.787445247,,
29520,,1.305776358,,1.305776358,,
29552,,1.705519199,-1.339396715,0.18306124200000007,-1.1354260249557577,1.501548508955758
29568,,,-1.839298368,-1.839298368,,
29576,,0.385713458,,0.385713458,,
29592,,,-1.874459028,-1.874459028,,
29600,,-0.52293539,,-0.52293539,,
29632,,-0.105707213,-0.944597542,-0.5251523775,-0.8884025454515432,-0.1619022095484568
29645,-2.052723408,,,-2.052723408,,
29648,,0.357115954,-0.93493557,-0.288909808,-0.8483845293912003,0.27056491339120037
29680,,-0.569448888,-1.424191952,-0.9968204199999999,-1.3669350235662745,-0.6267058164337255
29696,,-1.982497096,,-1.982497096,,
29712,,,-1.39313674,-1.39313674,,
29728,,-0.918373644,,-0.918373644,,
29744,,-1.428791285,,-1.428791285,,
29752,,,-1.366734982,-1.366734982,,
29784,,,-0.82957679,-0.82957679,,
29792,,-2.746833086,,-2.746833086,,
29808,,,0.105575457,0.105575457,,
29823,0.794649601,,,0.794649601,,
29840,,-3.87305212,1.331543446,-1.270754337,-3.5244103252899266,0.9829016512899265
29864,,-2.472890854,1.80741179,-0.33273953200000006,-2.186164944794852,1.520685880794852
29896,,-2.070876598,1.871823788,-0.09952640499999998,-1.8067657518933578,1.6077129418933578
29920,,-1.654879689,2.794334412,0.5697273615,-1.3568388576709733,2.496293580670973
29952,,-2.726947308,1.842449784,-0.4422487620000001,-2.420855742825372,1.536358218825372
29968,,-2.749624252,,-2.749624252,,
29983,0.535004914,,,0.535004914,,
29992,,-1.811461687,2.317220926,0.25287961950000004,-1.5348923940105603,2.0406516330105604
30016,,-2.718660355,2.333906174,-0.19237709049999996,-2.3802025747124844,1.9954483937124845
30138,-0.115723163,,,-0.115723163,,
30298,0.541202247,,,0.541202247,,
30444,-1.964304805,,,-1.964304805,,
30609,-5.520493031,,,-5.520493031,,
30766,-6.809121609,,,-6.809121609,,
30963,-6.216896534,,,-6.216896534,,
31182,-5.617062092,,,-5.617062092,,
31353,-3.959252596,,,-3.959252596,,
31552,-2.723738194,,,-2.723738194,,
31737,-1.494879365,,,-1.494879365,,
31955,-3.302758932,,,-3.302758932,,
32140,-4.72197628,,,-4.72197628,,
32357,-4.858221531,,,-4.858221531,,
32556,-4.6223526,,,-4.6223526,,
32774,-4.720506668,,,-4.720506668,,
32958,-2.523121119,,,-2.523121119,,
33136,-3.985467434,,,-3.985467434,,
33310,-3.671056986,,,-3.671056986,,
33511,-3.223651409,,,-3.223651409,,
33711,-3.000968933,,,-3.000968933,,
33875,-3.045818806,,,-3.045818806,,
34071,-2.138320684,,,-2.138320684,,
34249,-3.827370644,,,-3.827370644,,
34427,-7.827507496,,,-7.827507496,,
34581,-9.061923027,,,-9.061923027,,
34767,-10.19017315,,,-10.19017315,,
34937,-9.69243145,,,-9.69243145,,
35132,-9.035784721,,,-9.035784721,,
35282,-7.608823776,,,-7.608823776,,
35485,-6.645918369,,,-6.645918369,,
35665,-4.638025284,,,-4.638025284,,
35854,-2.883573055,,,-2.883573055,,
35996,-2.7718575,,,-2.7718575,,
36151,-1.366393328,,,-1.366393328,,
36354,-0.42102319,,,-0.42102319,,
36535,-2.645131826,,,-2.645131826,,
36679,-4.345684052,,,-4.345684052,,
36844,-4.823367119,,,-4.823367119,,
37027,-6.828141212,,,-6.828141212,,
37178,-7.777403355,,,-7.777403355,,
37392,-6.785224915,,,-6.785224915,,
37549,-6.596261501,,,-6.596261501,,
37746,-5.342377663,,,-5.342377663,,
37924,-5.113739014,,,-5.113739014,,
38090,-5.470623493,,,-5.470623493,,
38247,-4.679322243,,,-4.679322243,,
38406,-4.831490993,,,-4.831490993,,
38594,-5.299074173,,,-5.299074173,,
38788,-1.341259241,,,-1.341259241,,
38943,-1.702249289,,,-1.702249289,,
39110,-0.514556229,,,-0.514556229,,
39259,-1.815833092,,,-1.815833092,,
39429,0.227354378,,,0.227354378,,
39669,-2.981470823,,,-2.981470823,,
39835,-2.570721865,,,-2.570721865,,
39973,-4.928236008,,,-4.928236008,,
40130,-2.731037378,,,-2.731037378,,
40302,-3.747116804,,,-3.747116804,,
40491,-3.998369932,,,-3.998369932,,
40656,-3.808212519,,,-3.808212519,,
40848,-2.97414732,,,-2.97414732,,
41037,-5.005313873,,,-5.005313873,,
41183,-6.824295998,,,-6.824295998,,
41396,-5.654635906,,,-5.654635906,,
41571,-4.50435257,,,-4.50435257,,
41736,-4.435364246,,,-4.435364246,,
41909,-1.720858812,,,-1.720858812,,
42062,-0.72378701,,,-0.72378701,,
42255,-1.663027406,,,-1.663027406,,
42524,-3.359623909,,,-3.359623909,,
42707,-0.899317145,,,-0.899317145,,
42876,-3.060728073,,,-3.060728073,,
43056,-4.590620518,,,-4.590620518,,
43228,-2.818187475,,,-2.818187475,,
43408,-2.458764553,,,-2.458764553,,
43611,-5.046196938,,,-5.046196938,,
43772,-3.10584712,,,-3.10584712,,
43946,-1.368116975,,,-1.368116975,,
44139,-0.795870125,,,-0.795870125,,
44342,-1.562597752,,,-1.562597752,,
44515,-1.804706573,,,-1.804706573,,
44733,-1.278051376,,,-1.278051376,,
44923,-2.869996071,,,-2.869996071,,
45083,-4.779695034,,,-4.779695034,,
45279,-1.924327135,,,-1.924327135,,
45437,-2.210868835,,,-2.210868835,,
45618,-4.57777071,,,-4.57777071,,
45793,-3.304136276,,,-3.304136276,,
46032,-0.537020743,,,-0.537020743,,
46240,-2.626183987,,,-2.626183987,,
46435,-1.229126692,,,-1.229126692,,
46616,1.327248454,,,1.327248454,,
46793,2.410179615,,,2.410179615,,
46970,-0.166882068,,,-0.166882068,,
47177,-2.26658392,,,-2.26658392,,
47354,-1.792789698,,,-1.792789698,,
47539,-3.672184229,,,-3.672184229,,
47711,-4.650779247,,,-4.650779247,,
47855,-4.69023037,,,-4.69023037,,
48032,-1.099213243,,,-1.099213243,,
48221,-2.119101524,,,-2.119101524,,
48468,-3.843029976,,,-3.843029976,,
48663,-2.7197721,,,-2.7197721,,
48832,-3.942858696,,,-3.942858696,,
49053,-6.810538292,,,-6.810538292,,
49209,-6.348070145,,,-6.348070145,,
49419,-5.713700294,,,-5.713700294,,
49590,-5.41007185,,,-5.41007185,,
49808,-5.790550232,,,-5.790550232,,
49965,-4.011968613,,,-4.011968613,,
50144,-6.458137035,,,-6.458137035,,
50292,-5.441185474,,,-5.441185474,,
50467,-7.131719589,,,-7.131719589,,
50640,-3.945668936,,,-3.945668936,,
50817,-3.789880991,,,-3.789880991,,
50995,-2.390379906,,,-2.390379906,,
51196,-2.230993748,,,-2.230993748,,
51336,-2.670822859,,,-2.670822859,,
51485,-4.405137539,,,-4.405137539,,
51658,-6.760531425,,,-6.760531425,,
51839,-7.095881462,,,-7.095881462,,
51999,-6.483917236,,,-6.483917236,,
52170,-3.435224056,,,-3.435224056,,
52322,-3.482696295,,,-3.482696295,,
52549,-0.770973027,,,-0.770973027,,
52792,-2.313490391,,,-2.313490391,,
52941,-3.210624218,,,-3.210624218,,
53101,-6.341624737,,,-6.341624737,,
53269,-4.423426628,,,-4.423426628,,
53447,-3.896744967,,,-3.896744967,,
53632,-3.194129229,,,-3.194129229,,
53831,-2.065006018,,,-2.065006018,,
54003,-0.159712002,,,-0.159712002,,
54178,-0.824200213,,,-0.824200213,,
54396,-4.305687904,,,-4.305687904,,
54558,-1.778006315,,,-1.778006315,,
54760,-2.466472387,,,-2.466472387,,
54964,-5.032255173,,,-5.032255173,,
55123,-5.212264538,,,-5.212264538,,
55285,-4.167525768,,,-4.167525768,,
55486,-6.19307518,,,-6.19307518,,
55633,-6.661169052,,,-6.661169052,,
55767,-5.958767414,,,-5.958767414,,
55907,-6.925272942,,,-6.925272942,,
56073,-5.439328671,,,-5.439328671,,
56270,-5.863941193,,,-5.863941193,,
56473,-4.273989677,,,-4.273989677,,
56653,-3.09284997,,,-3.09284997,,
56827,-1.822000623,,,-1.822000623,,
57068,-3.241683483,,,-3.241683483,,
57307,-4.801343441,,,-4.801343441,,
57510,-7.823681831,,,-7.823681831,,
57743,-8.819252014,,,-8.819252014,,
57942,-8.622988701,,,-8.622988701,,
58119,-8.790622711,,,-8.790622711,,
58319,-6.780062675,,,-6.780062675,,
58510,-5.769276142,,,-5.769276142,,
58721,-3.565631151,,,-3.565631151,,
58943,-3.355647326,,,-3.355647326,,
59146,-2.793263435,,,-2.793263435,,
59397,-4.56687355,,,-4.56687355,,
59546,-2.715336323,,,-2.715336323,,
59695,-5.245792389,,,-5.245792389,,
59871,-7.430339813,,,-7.430339813,,
60021,-7.147693634,,,-7.147693634,,
60254,-4.507167816,,,-4.507167816,,
60470,-5.866558552,,,-5.866558552,,
60632,-3.784824133,,,-3.784824133,,
60798,-3.229891062,,,-3.229891062,,
61016,-5.036574364,,,-5.036574364,,
61155,-7.618085861,,,-7.618085861,,
61353,-7.331144333,,,-7.331144333,,
61599,-9.5662117,,,-9.5662117,,
61782,-10.16742992,,,-10.16742992,,
61933,-8.510083199,,,-8.510083199,,
62112,-7.521678925,,,-7.521678925,,
62331,-6.241430283,,,-6.241430283,,
62558,-3.292804003,,,-3.292804003,,
62760,-2.828334093,,,-2.828334093,,
62957,-1.242635369,,,-1.242635369,,
63122,-0.893691182,,,-0.893691182,,
63295,-2.382332325,,,-2.382332325,,
63529,-4.121555328,,,-4.121555328,,
63734,-6.637815952,,,-6.637815952,,
63938,-8.646468163,,,-8.646468163,,
64113,-7.006145477,,,-7.006145477,,
64280,-5.324485302,,,-5.324485302,,
64463,-4.154618263,,,-4.154618263,,
64631,-0.441585422,,,-0.441585422,,
64829,1.787794352,,,1.787794352,,
64998,1.686218739,,,1.686218739,,
65212,0.193231016,,,0.193231016,,
65386,-1.834906936,,,-1.834906936,,
65577,0.525991559,,,0.525991559,,
65778,-0.266020089,,,-0.266020089,,
65990,0.714834571,,,0.714834571,,
66194,0.130304217,,,0.130304217,,
66412,2.159096003,,,2.159096003,,
66639,0.049009759,,,0.049009759,,
66816,-1.455499768,,,-1.455499768,,
67057,-3.35236001,,,-3.35236001,,
67255,-2.958199263,,,-2.958199263,,
67484,-4.41718483,,,-4.41718483,,
67678,-7.610414028,,,-7.610414028,,
67848,-6.995060444,,,-6.995060444,,
68007,-8.868177414,,,-8.868177414,,
68183,-8.040877342,,,-8.040877342,,
68392,-9.211378098,,,-9.211378098,,
68591,-6.894543171,,,-6.894543171,,
68842,-5.595807552,,,-5.595807552,,
69025,-3.253444195,,,-3.253444195,,
69234,-4.941256523,,,-4.941256523,,
69431,-3.591210842,,,-3.591210842,,
69656,-5.492966175,,,-5.492966175,,
69825,-9.193237305,,,-9.193237305,,
70021,-6.177127838,,,-6.177127838,,
70203,-6.16337204,,,-6.16337204,,
70394,-8.243971825,,,-8.243971825,,
70622,-9.068296432,,,-9.068296432,,
70891,-8.360118866,,,-8.360118866,,
71083,-10.78352928,,,-10.78352928,,
71267,-10.08840942,,,-10.08840942,,
71477,-8.570145607,,,-8.570145607,,
71694,-5.307189941,,,-5.307189941,,
71906,-2.576400995,,,-2.576400995,,
72112,-3.526305437,,,-3.526305437,,
72296,-3.595558643,,,-3.595558643,,
72459,-4.027358532,,,-4.027358532,,
72705,-6.29023695,,,-6.29023695,,
72913,-6.780219555,,,-6.780219555,,
73094,-8.014117241,,,-8.014117241,,
73304,-7.422557354,,,-7.422557354,,
73569,-8.586546898,,,-8.586546898,,
73797,-7.216800213,,,-7.216800213,,
74003,-7.68990469,,,-7.68990469,,
74244,-8.219593048,,,-8.219593048,,
74452,-8.060977936,,,-8.060977936,,
74678,-7.504693508,,,-7.504693508,,
74849,-7.376746655,,,-7.376746655,,
75057,-7.672690868,,,-7.672690868,,
75269,-8.821053505,,,-8.821053505,,
75512,-10.88013935,,,-10.88013935,,
75744,-10.34345627,,,-10.34345627,,
75902,-11.53389931,,,-11.53389931,,
76135,-11.28337383,,,-11.28337383,,
76375,-10.53995037,,,-10.53995037,,
76605,-7.75911665,,,-7.75911665,,
76808,-7.005745411,,,-7.005745411,,
77050,-7.088941574,,,-7.088941574,,
77198,-6.74131012,,,-6.74131012,,
77376,-4.494009495,,,-4.494009495,,
77629,-5.970501423,,,-5.970501423,,
77853,-5.306276798,,,-5.306276798,,
78080,-5.476820946,,,-5.476820946,,
78281,-4.738059044,,,-4.738059044,,
78494,-6.008383751,,,-6.008383751,,
78753,-9.228270531,,,-9.228270531,,
79005,-11.30708313,,,-11.30708313,,
79258,-8.213228226,,,-8.213228226,,
79488,-8.579446793,,,-8.579446793,,
79757,-7.380288124,,,-7.380288124,,
79979,-4.514437675,,,-4.514437675,,
80234,-4.815855026,,,-4.815855026,,
80470,-6.887959003,,,-6.887959003,,
80767,-9.229531288,,,-9.229531288,,
81010,-10.76747513,,,-10.76747513,,
81260,-12.02979374,,,-12.02979374,,
81530,-10.83398914,,,-10.83398914,,
81713,-10.22545624,,,-10.22545624,,
81941,-8.722207069,,,-8.722207069,,
82225,-8.718132019,,,-8.718132019,,
82497,-8.900972366,,,-8.900972366,,
82685,-11.23414898,,,-11.23414898,,
82944,-13.11322689,,,-13.11322689,,
83185,-13.17437363,,,-13.17437363,,
83429,-12.11276627,,,-12.11276627,,
83686,-11.31857872,,,-11.31857872,,
83951,-9.77121067,,,-9.77121067,,
84132,-8.59746933,,,-8.59746933,,
84360,-8.131300926,,,-8.131300926,,
84610,-10.17601585,,,-10.17601585,,
84861,-10.32550526,,,-10.32550526,,
85109,-9.195068359,,,-9.195068359,,
85323,-9.967990875,,,-9.967990875,,
85596,-10.67742443,,,-10.67742443,,
85873,-9.223418236,,,-9.223418236,,
86135,-8.140617371,,,-8.140617371,,
86362,-10.13977337,,,-10.13977337,,
86587,-10.77937508,,,-10.77937508,,
86765,-10.80494785,,,-10.80494785,,
87013,-9.841547012,,,-9.841547012,,
87222,-12.62764168,,,-12.62764168,,
87474,-12.02057266,,,-12.02057266,,
87677,-9.784882545,,,-9.784882545,,
87928,-11.48400307,,,-11.48400307,,
88143,-11.17843819,,,-11.17843819,,
88379,-7.288312435,,,-7.288312435,,
88561,-6.334570885,,,-6.334570885,,
88837,-9.212016106,,,-9.212016106,,
89122,-6.636128902,,,-6.636128902,,
89307,-7.757911682,,,-7.757911682,,
89546,-9.199708939,,,-9.199708939,,
89751,-8.510802269,,,-8.510802269,,
89956,-4.805928707,,,-4.805928707,,
90229,-3.239384174,,,-3.239384174,,
90442,-2.626724482,,,-2.626724482,,
90657,-2.055664778,,,-2.055664778,,
90879,-3.306645393,,,-3.306645393,,
91106,-5.199738026,,,-5.199738026,,
91357,-8.38859272,,,-8.38859272,,
91585,-7.863540649,,,-7.863540649,,
91820,-8.906150818,,,-8.906150818,,
92079,-6.657350063,,,-6.657350063,,
92318,-5.618862152,,,-5.618862152,,
92532,-3.183055162,,,-3.183055162,,
92797,-4.619449139,,,-4.619449139,,
92985,-5.104969501,,,-5.104969501,,
93204,-6.208909035,,,-6.208909035,,
93402,-7.517047405,,,-7.517047405,,
93632,-9.610637665,,,-9.610637665,,
93871,-9.660516739,,,-9.660516739,,
94126,-10.03271198,,,-10.03271198,,
94361,-12.39593792,,,-12.39593792,,
94611,-11.69243813,,,-11.69243813,,
94830,-11.41125107,,,-11.41125107,,
95078,-10.32124233,,,-10.32124233,,
95299,-8.947964668,,,-8.947964668,,
95574,-7.510207176,,,-7.510207176,,
95770,-8.056721687,,,-8.056721687,,
96012,-6.667435646,,,-6.667435646,,
96243,-6.121704578,,,-6.121704578,,
96489,-6.467363834,,,-6.467363834,,
96687,-4.793204308,,,-4.793204308,,
96920,-5.498498917,,,-5.498498917,,
97154,-8.149841309,,,-8.149841309,,
97389,-9.47287941,,,-9.47287941,,
97590,-9.387512207,,,-9.387512207,,
97828,-10.07445431,,,-10.07445431,,
98062,-8.564480782,,,-8.564480782,,
98325,-7.945468426,,,-7.945468426,,
98640,-10.19358253,,,-10.19358253,,
98880,-9.707453728,,,-9.707453728,,
99164,-10.57185745,,,-10.57185745,,
99398,-11.75789165,,,-11.75789165,,
99587,-10.67485046,,,-10.67485046,,
99860,-9.125864029,,,-9.125864029,,
