Step,Value
14600,2.090931892
14624,1.609599948
14656,1.538702846
14696,1.925525904
14744,2.891791582
14760,1.967658758
14784,0.947560132
14800,-0.099618673
14848,-0.166064456
14880,-0.17314662
14912,-0.69645381
14936,-0.696079731
14960,-0.222541556
14992,0.721241355
15040,0.755190134
15064,1.230720043
15088,2.190782309
15120,1.313963294
15176,2.252487421
15200,2.723831654
15224,1.737116218
15264,2.263571978
15288,2.22969389
15312,2.251170397
15344,2.650500536
15368,3.080054283
15392,3.138243198
15440,3.129555941
15472,3.143059492
15504,3.19093442
15528,3.278124571
15560,3.403132677
15584,3.399077415
15608,2.492931128
15632,1.938568115
15672,2.417333603
15704,2.435280323
15728,2.923831701
15752,2.023321629
15784,0.140336826
15808,0.058164869
15832,0.931250453
15872,1.472191095
15936,1.927201509
15960,2.895114183
15976,2.86056447
16016,1.910709023
16040,2.864574432
16064,2.434001446
16096,2.387287855
16120,1.806467295
16152,1.820130587
16176,0.905218363
16200,0.386726528
16232,0.308199286
16272,0.682694733
16288,0.576241374
16336,1.457001925
16360,2.041197062
16392,2.504179001
16440,3.444322348
16464,3.86733079
16488,3.819415331
16536,4.37762022
16552,4.037707329
16576,4.017479897
16624,4.002283573
16648,4.481275082
16680,4.540504456
16704,4.137888432
16744,4.172947884
16768,5.187193394
16808,4.22912693
16824,5.115176201
16888,6.577622414
16896,6.587966919
16936,6.146226406
16968,7.072613716
17000,7.561202526
17048,8.520768166
17056,8.520768166
17096,8.7261343
17128,8.715116501
17144,8.29076004
17176,6.914936066
17216,5.05711174
17224,4.631857872
17264,4.609634399
17296,4.544149399
17320,4.008069992
17344,4.488603592
17384,4.008399487
17416,4.015022278
17432,3.463934422
17472,2.85321331
17496,2.879698515
17520,2.782170296
17544,2.375609875
17568,1.613772035
17600,1.195946693
17624,0.795476973
17672,0.804189205
17696,0.650429666
17720,1.125959635
17744,0.192766577
17784,0.173015833
17816,0.538802028
17832,0.109782241
17872,-0.390338987
17896,0.532365024
17920,1.003679276
17960,0.546323359
17984,1.991639376
18016,1.527837634
18040,2.050909758
18064,1.576628208
18104,1.57299459
18120,1.063320756
18168,1.133317828
18192,2.60699296
18224,3.02725935
18248,2.549527168
18288,2.553982973
18304,3.343171835
18344,4.230906487
18376,4.202634811
18392,3.691737652
18424,3.683031321
18440,2.422172546
18472,2.899236917
18512,1.523823619
18552,1.517907858
18560,1.910566449
18600,2.816826105
18600,2.816826105
18648,1.878923774
18680,1.830509067
18688,0.735603094
18728,1.191188216
18752,0.739965916
18776,0.704979181
18792,0.699110866
18824,-0.183828562
18864,-0.611927569
18872,-1.507145047
18936,-1.517936945
18952,-0.109963879
18984,-0.124196254
19000,-1.444216251
19040,-1.405097008
19080,0.01038421
19088,0.044539019
19120,-0.466241121
19160,0.06588573
19192,0.522173882
19208,0.912589908
19224,0.060943648
19248,-1.360606909
19288,-1.783021927
19320,-1.347509384
19352,-1.414152265
19368,-1.379420996
19408,-1.312632799
19424,-1.282963634
19448,-1.339473486
19472,-1.500879049
19504,-0.936916769
19528,-0.930844009
19568,-1.006883979
19600,0.771036685
19648,0.763972402
19664,-0.793428242
19680,-0.327978283
19712,-0.357178122
19744,-0.842615426
19776,-1.318145394
19792,-1.322387338
19824,-1.26847136
19856,-1.788156867
19880,-1.303058982
19912,-1.697293758
19944,-0.344757557
19976,-0.326743573
19992,0.580061018
20024,0.199732885
20056,-0.201317191
20088,-0.694272697
20112,0.360772878
20152,0.820757449
20184,1.322959542
20216,1.942201376
20232,2.452947855
20280,2.396168709
20304,2.051596403
20344,1.597579479
20368,2.041090965
20392,2.573354244
20408,1.63733685
20456,2.543552399
20488,3.457676888
20528,3.493206024
20552,3.948320866
20584,4.857899189
20616,4.86652565
20632,4.355634689
20664,4.293887138
20696,3.357804298
20720,2.887615204
20744,3.385367155
20776,2.853897095
20800,4.254404545
20832,3.655716419
20848,2.704555035
20880,3.133192539
20920,1.662744999
20928,2.139906168
20968,1.133850098
21000,2.623170376
21032,2.552985191
21048,1.569672465
21080,1.151910782
21104,0.276514411
21128,1.176183224
21176,0.742854059
21208,0.297498882
21224,-0.253512114
21256,-0.757283568
21288,-1.196371198
21304,-0.90990001
21320,-1.019230485
21360,-1.40291369
21384,-1.374821782
21416,-0.377300769
21432,-0.951154113
21472,-0.545465529
21496,-1.078634262
21520,-0.517180264
21552,-0.48318103
21568,-0.452788919
21600,-1.045835137
21616,-1.974267244
21640,-1.482335925
21672,-2.924938679
21704,-2.752044678
21712,-2.739356756
21752,-3.482802868
21768,-3.922477722
21808,-3.900159359
21840,-3.805824757
21864,-3.796017647
21896,-3.753688097
21928,-2.726200581
21952,-2.767553806
22000,-2.636960268
22024,-1.614569426
22064,-0.646173477
22080,-1.079163074
22120,-1.509249806
22144,-0.109872401
22168,-0.080532588
22208,-0.416453153
22232,-0.857193351
22264,-0.990700781
22296,-0.978364527
22344,1.059442163
22368,2.440169811
22400,2.908473969
22424,3.387126684
22456,3.723160267
22480,3.694776297
22520,5.365066051
22544,5.323922157
22576,5.469459057
22600,5.395021439
22624,4.918720722
22656,3.931013823
22680,3.450006723
22720,3.93654871
22736,3.037892103
22776,2.10300374
22792,2.149558306
22824,2.030000687
22856,2.548178673
22888,2.097744226
22920,2.127744198
22936,2.592944622
22976,2.080947876
22992,2.720700502
23024,2.610946178
23056,1.238845348
23072,0.259372979
23104,-0.691089749
23168,-0.609651029
23200,-0.098218583
23216,-1.051397562
23256,-1.551154733
23280,-0.757605314
23296,-0.777640522
23328,-1.239469051
23368,-0.894680738
23408,0.040210821
23432,0.497438133
23464,1.438589334
23496,1.453665257
23536,2.387784481
23568,3.799102783
23584,3.263991117
23616,2.784946203
23648,2.414608002
23672,2.395925999
23712,2.875609875
23744,3.347256184
23768,3.40915513
23800,3.837443829
23832,3.923821449
23856,4.899512768
23888,4.763690472
23912,4.305071354
23944,3.836445093
23976,3.87031436
23992,3.928599596
24024,3.492783546
24064,2.962609053
24080,3.926966429
24144,2.125175953
24160,2.570706129
24200,1.679698825
24240,2.078120232
24264,1.604338169
24296,0.701842487
24320,1.213569522
24352,1.235219121
24376,1.069099188
24400,1.0464921
24432,0.566004932
24456,0.080474988
24488,0.03021594
24512,-0.442068636
24544,-0.08585871
24592,0.347944677
24616,1.34696269
24648,1.344711661
24664,1.19702673
24704,1.009554744
24728,1.92355454
24744,2.38927269
24784,2.449908495
24800,2.060202837
24840,3.022269964
24880,3.944228888
24904,3.907309294
24920,3.384770393
24968,1.565634847
24984,3.01319766
25024,2.93982625
25056,3.867331266
25088,3.941324234
25104,3.971730947
25144,3.008089066
25176,3.936698914
25200,3.963000298
25232,4.445067883
25256,4.010985374
25288,3.608588457
25320,3.16392374
25360,3.5714643
25376,3.118758917
25408,3.524354219
25448,3.66149044
25464,3.793883801
25496,3.314928055
25552,3.288745403
25592,3.721502781
25624,2.78354454
25640,2.323206425
25688,2.8551476
25744,2.777480125
25776,3.304834843
25784,2.807082891
25824,2.219915628
25848,2.170843363
25864,2.511327028
25904,2.060212612
25936,1.996128321
25952,2.013632298
25984,1.496658921
25992,1.934305906
26040,0.561984301
26064,0.533751965
26096,0.03929713
26112,0.089312069
26152,0.080248922
26176,-0.372768551
26192,0.091105372
26240,0.62507391
26256,0.638073444
26288,-0.273310453
26312,-0.267352611
26336,-1.216902256
26360,-1.231359601
26400,-2.172894955
26424,-1.730073333
26464,-1.750439048
26488,-1.692687035
26512,-1.163906574
26552,-0.635578334
26568,0.02940762
26600,-0.439894408
26640,-0.81185931
26672,-0.813046753
26688,-0.408255786
26720,0.459877223
26744,0.430015504
26768,-0.0352192
26816,-0.032257181
26848,1.858130455
26872,0.918608129
26896,0.73545146
26928,1.200877309
26968,1.638803959
27000,2.040298462
27032,2.975858212
27048,2.957502365
27072,3.419736624
27104,2.956059217
27176,3.981016636
27208,3.996611118
27232,3.827961683
27256,3.328385115
27296,2.85139966
27304,2.323867798
27328,3.202011824
27360,2.617695332
27392,2.141424894
27408,2.650472403
27448,1.311674118
27472,2.251866579
27504,1.807915568
27520,1.842054486
27568,0.918734372
27600,2.316545486
27648,3.451691628
27672,3.467639685
27696,3.021043062
27728,2.100248337
27760,2.524448156
27784,3.324373245
27808,2.890218735
27832,2.805335522
27880,1.771230698
27888,2.215230465
27928,1.306260109
27968,2.317891836
27976,2.793631554
28016,2.358349323
28048,2.690731287
28072,3.181154966
28096,3.168132067
28136,3.192290068
28160,3.171140194
28200,3.684821129
28240,3.683547974
28272,4.139487267
28288,3.624742508
28328,3.096473694
28344,1.586846471
28376,1.568064094
28408,1.146037459
28440,1.100960255
28464,0.709861577
28504,0.354282439
28512,0.381180018
28552,1.286204696
28560,0.926170588
28624,1.408156276
28640,1.823586106
28672,1.8160218
28704,1.456689715
28752,2.843486547
28768,3.033338785
28800,2.576221943
28832,2.713070631
28864,2.667185068
28896,3.196706772
28904,2.231354713
28944,2.237334728
28984,3.638109922
28992,3.624368429
29024,3.015357256
29072,3.148149729
29080,3.65740943
29120,3.162519217
29152,3.659114361
29184,3.690274954
29208,3.234335184
29248,3.283940554
29272,4.234883785
29296,3.802794695
29328,3.33171773
29344,3.318186998
29376,1.79549861
29400,2.347391129
29424,2.255258799
29456,0.818832815
29520,1.305776358
29552,1.705519199
29576,0.385713458
29600,-0.52293539
29632,-0.105707213
29648,0.357115954
29680,-0.569448888
29696,-1.982497096
29728,-0.918373644
29744,-1.428791285
29792,-2.746833086
29840,-3.87305212
29864,-2.472890854
29896,-2.070876598
29920,-1.654879689
29952,-2.726947308
29968,-2.749624252
29992,-1.811461687
30016,-2.718660355
