Step,PPO_v0,PPO_v1,PPO_v2,Mean,CI_lower,CI_upper
59000,-6.98521328,21.8227005,2.821187258,5.886224826,-3.0828849868294776,14.85533463882948
59200,-5.636275768,21.37706566,2.842559814,6.194449902,-2.2655263645436188,14.654426168543619
59400,-2.938012838,21.13527679,3.653486252,7.283583401333334,-0.33458622045554787,14.901753023122215
59600,-1.618012786,21.10585594,4.175493717,7.887778956999999,0.6568726666430829,15.118685247356915
59800,-4.755984783,21.60746956,5.282818317,7.378101031333333,-0.7701485152778833,15.52635057794455
60000,-7.850162506,21.72794151,2.198320866,5.358699956666666,-3.851492555427032,14.568892468760364
60200,-5.650550365,21.51989365,1.890449405,5.919930896666666,-2.669360353456052,14.509222146789384
60400,-3.407241344,20.49949074,2.111883879,6.401377758333333,-1.2638712111963182,14.066626727862985
60600,-2.498303652,18.48862839,0.924765229,5.6383633223333325,-1.2566439575664274,12.533370602233092
60800,-4.727047443,18.54331207,1.890380502,5.235548376333333,-2.1070504239894667,12.578147176656133
61000,-6.529968739,16.87599373,1.083914518,3.8099798363333335,-3.5009711243383776,11.120930797005045
61200,-7.878614902,16.72553444,-1.066164851,2.5935848956666674,-5.185868026141929,10.373037817475263
61400,-6.514821053,16.10290337,1.058350325,3.5488108806666663,-3.501246562003346,10.598868323336678
61600,-5.166174412,16.94311905,3.126823902,4.967922846666666,-1.871689213062548,11.80753490639588
61800,-5.195403099,17.77011871,2.582045317,5.052253642666666,-2.1004620531999736,12.204969338533306
62000,-6.104534149,18.56904602,0.140367433,4.201626434666666,-3.654106140131381,12.057359009464713
62200,-6.631249905,18.80484009,-1.692052603,3.493845860666666,-4.765667420582805,11.753359141916135
62400,-6.190958977,17.03544426,-1.332821965,3.170554439333332,-4.331364093063755,10.67247297173042
62600,-3.991443634,16.58213615,-1.185721278,3.8016570793333337,-3.030440972552466,10.633755131219134
62800,-2.614150763,16.48555946,1.612504005,5.161304234,-0.9821441039549059,11.304752571954907
63000,-3.890744448,16.4863739,3.043438911,5.213022787666667,-1.131376081331446,11.55742165666478
63200,-2.512869596,17.1649456,4.235879421,6.295985141666667,0.17265487720196315,12.419315406131371
63400,-1.603350163,18.40753365,4.740609646,7.181597711000001,0.9192793066134053,13.443916115386596
63600,-2.570259571,19.58273697,3.148434401,6.720303933333333,-0.3221788383015598,13.762786704968224
63800,-3.918905973,19.72999573,5.574106216,7.128398657666666,-0.159335215558416,14.416132530891748
64000,-4.431637764,21.25615883,4.466901302,7.097140789333333,-0.89084260646717,15.085124185133836
64200,-3.111928701,22.38739967,4.768723965,8.014731644666666,0.019662197609867427,16.009801091723464
64400,-4.85755682,22.65649796,5.191943169,7.663628103000001,-0.8621648751985482,16.18942108119855
64600,-3.08308816,22.5795269,3.399422169,7.631953636333335,-0.5399080295275303,15.803815302194199
64800,-3.962894201,23.21574593,1.016574264,6.756475331,-2.1045235130245574,15.617474175024558
65000,-2.613762856,23.21574593,-0.140315026,6.820556016,-1.9072266766222112,15.548338708622211
65200,-5.34047842,23.00064468,-0.584385693,5.691926855666666,-3.6022021187602506,14.986055830093584
65400,-6.559002876,22.28072166,-1.194447398,4.842423795333334,-4.550365091262675,14.235212681929342
65600,-6.075500011,22.40070915,-1.153436303,5.057257612000001,-4.2631466420671025,14.377661866067104
65800,-5.181128025,23.00064468,-2.134901047,5.228205202666667,-4.243091799961486,14.69950220529482
66000,-3.377527952,20.73202515,-1.830396175,5.1747003409999985,-3.089405114070357,13.438805796070355
66200,-1.632287621,14.54070282,0.090273812,4.332896337,-1.106242704534889,9.77203537853489
66400,-0.708784401,9.505372047,0.737557411,3.178048352333333,-0.20661808315753705,6.562714787824204
66600,-4.828231335,4.732607365,1.745857835,0.550077955,-2.4452200040673078,3.5453759140673076
66800,-4.402991295,2.182433844,3.962918282,0.5807869436666668,-2.1178978302773226,3.2794717176106563
67000,-5.268619537,4.907897949,5.100700378,1.5799929299999997,-2.0525120288671257,5.212497888867125
67200,-1.265601158,5.721164227,3.581290722,2.678951263666667,0.4868302864672267,4.871072240866107
67400,-2.130938292,7.179751396,2.556940317,2.5352511403333335,-0.3155769256752379,5.386079206341905
67600,-4.373762608,6.559999943,1.052574277,1.0796038706666666,-2.268194220781627,4.427401962114961
67800,-7.980090141,8.760000229,1.717090964,0.8323336839999999,-4.3146831576639615,5.979350525663961
68000,-7.980187416,10.07999992,2.355531693,1.4851147323333336,-4.063899062373208,7.034128527039876
68200,-8.405621529,9.199999809,3.648572206,1.4809834953333334,-4.0308210964570526,6.99278808712372
68400,-6.984243393,11.39999962,2.765680075,2.3938121006666666,-3.2386433629725397,8.026267564305872
68600,-6.515305996,7.880000114,1.781755447,1.0488165216666667,-3.3759338569430914,5.473566900276425
68800,-7.820837021,8.319999695,-1.4337219,-0.31151974200000004,-5.2893263273235664,4.666286843323567
69000,-6.984728336,8.760000229,-0.50074482,0.42484235766666645,-4.420902674600466,5.270587389933798
69200,-5.21016264,10.07999992,1.82315135,2.2309962100000003,-2.4556345434108873,6.917626963410887
69400,-4.30083704,12.27999973,5.070719242,4.349960644,-0.7412323663288172,9.441153654328819
69600,-3.802574396,12.27999973,5.713269234,4.730231522666666,-0.22155111036051345,9.682014155693846
69800,-2.908590555,13.15999985,1.991393924,4.080934406333333,-0.9622987073819029,9.12416752004857
70000,-2.512578487,14.92000008,-1.655853629,3.583855988,-2.433762411121414,9.601474387121414
70200,-4.359875679,14.03999996,-3.153254032,2.1756234163333334,-4.1272496495941215,8.478496482260788
70400,-4.814053535,14.47999954,-3.437278032,2.076222657666666,-4.515366824576377,8.667812139909708
70600,-5.69405365,10.96000004,-1.024179339,1.4139223503333336,-3.846696587693293,6.6745412883599595
70800,-2.527338266,9.199999809,0.093175851,2.255279131333333,-1.5141024091579598,6.024660671824625
71000,-1.235984802,7.0,0.610243201,2.1247527996666666,-0.5218133180626272,4.771318917395961
71200,-1.690065622,5.239999771,1.623436093,1.7244567473333332,-0.3981099890084423,3.847023483675109
71400,0.949643493,7.0,3.162013054,3.7038855156666664,1.8291932620237,5.578577769309633
71600,-0.370550483,7.440000057,0.561578035,2.5436758696666666,-0.06862977890197275,5.155981518235306
71800,-0.385504127,7.440000057,2.869760752,3.3080855606666666,0.9007743989239194,5.715396722409414
72000,-3.948522329,9.199999809,2.652217388,2.6345649559999997,-1.391342192223044,6.660472104223043
72200,-4.330356598,6.559999943,3.148562431,1.792735258666667,-1.618386269976084,5.203856787309418
72400,-3.904728174,7.880000114,3.090540648,2.3552708626666665,-1.274058695689206,5.984600421022539
72600,-3.088018894,7.880000114,1.686555266,2.159512162,-1.2080978812503238,5.527122205250324
72800,-3.131716013,6.559999943,1.329201102,1.585828344,-1.3847607831102706,4.5564174711102705
73000,-4.112900257,4.360000134,1.913876057,0.7203253113333333,-1.9500631994324542,3.3907138220991206
73200,-3.991637707,5.679999828,3.922790766,1.8703842956666665,-1.2846368448154901,5.025405436148823
73400,-5.326203346,6.559999943,2.844727755,1.3595081173333334,-2.3641425704632733,5.083158805129941
73600,-4.388813496,9.199999809,0.904265761,1.9051506913333334,-2.28927819152855,6.099579574195217
73800,-4.785601139,12.27999973,1.727066159,3.0738215833333338,-2.2000170050929833,8.347660171759651
74000,-6.032675743,10.96000004,3.607928276,2.845084191,-2.3735437138012254,8.063712095801225
74200,-7.337527752,9.199999809,5.228234291,2.3635687826666665,-2.9229891409857176,7.650126706319051
74400,-5.664631367,7.0,6.934427261,2.756598631333333,-1.7094781268368213,7.222675389503488
74600,-3.904631376,4.360000134,5.454699039,1.970022599,-1.1634615391623178,5.103506737162318
74800,-1.235596895,5.239999771,2.809872627,2.2714251676666666,0.2682293807715901,4.274620954561743
75000,-2.541225195,5.239999771,1.26046896,1.3197478453333333,-1.0629633978642314,3.7024590885308983
75200,-3.363059282,5.239999771,-2.108328819,-0.07712944333333338,-2.9230136059311045,2.7687547192644377
75400,-3.421128035,8.319999695,1.945893526,2.281588395333333,-1.3177885495532582,5.880965340219924
75600,-2.087047338,8.760000229,1.027095199,2.5666826966666663,-0.8534246194905433,5.986790012823876
75800,-0.766659379,9.640000343,0.831982434,3.2351077993333335,-0.1966865718833679,6.666902170550035
76000,0.509546518,7.0,1.775725842,3.095090786666667,0.9882234889875128,5.20195808434582
76200,0.993049681,3.480000019,-1.290566087,1.060827871,-0.4002959244750066,2.521951666475007
76400,0.523627341,3.920000076,3.790515661,2.7447143593333334,1.5661380660844688,3.923290652582198
76600,-1.705407143,5.679999828,1.581891894,1.852161526333333,-0.41368626925927954,4.118009321925946
76800,-3.112413645,7.440000057,3.438446999,2.5886778036666667,-0.673603194646236,5.850958801979569
77000,-4.461350918,7.880000114,2.97868681,2.1324453353333337,-1.6728632821860683,5.937753952852736
77200,-4.856975079,9.640000343,2.453086615,2.4120372930000005,-2.0267901654192957,6.850864751419296
77400,-4.358712196,11.39999962,4.739404678,3.9268973673333334,-0.9174050446121824,8.771199779278849
77600,-3.405301571,11.39999962,6.24866581,4.747787953,0.14525964257859858,9.350316263421401
77800,-3.038324118,10.52000046,3.881973028,3.7878831233333337,-0.3637888752363372,7.9395551219030045
78000,-3.97678113,8.760000229,2.627897501,2.4703722,-1.4303493924789437,6.371093792478943
78200,-3.580866098,8.760000229,-0.438450128,1.5802280009999998,-2.347106088426848,5.507562090426848
78400,0.01157456,7.880000114,-0.444036931,2.482512581,-0.38333475504330394,5.348359917043304
78600,-2.15929389,9.199999809,-1.083783507,1.985640804,-1.85449652439174,5.82577813239174
78800,-0.428522408,7.880000114,-2.505260229,1.648739159,-1.7165061781526447,5.013984496152645
79000,-3.097750902,6.119999886,-2.558140993,0.15470266366666655,-3.01318541002826,3.3225907373615926
79200,-2.188813448,5.679999828,0.421664417,1.304283599,-1.1500863347964712,3.7586535327964707
79400,-4.43231678,2.160000086,4.872514725,0.8667326770000002,-2.063671163183318,3.7971365171833185
79600,-4.359778881,4.360000134,4.417752266,1.4726578396666665,-1.6205093722673685,4.565825051600702
79800,-4.315984726,3.920000076,3.843947172,1.1493208406666666,-1.7491886715975673,4.047830352930901
80000,-2.116081715,5.679999828,1.167990923,1.5773030119999998,-0.8195992189478569,3.9742052429478565
80200,-1.235596895,6.559999943,0.287552327,1.870651791666667,-0.6596015640837396,4.400905147417074
80400,-2.981225014,5.239999771,0.606426299,0.9550670186666667,-1.5689399894158096,3.4790740267491427
80600,-7.820643425,3.920000076,0.634880483,-1.0885876220000001,-4.797787376635814,2.620612132635814
80800,-9.638615608,3.480000019,0.254996002,-1.9678731956666666,-6.154028036091246,2.218281644757912
81000,-10.57639313,6.119999886,-0.37230593,-1.6095663913333336,-6.763708961504472,3.5445761788378043
81200,-7.496780872,5.679999828,-0.110219568,-0.6423335373333335,-4.686739227353328,3.4020721526866615
81400,-3.494150639,5.679999828,1.499312758,1.2283873156666667,-1.5842833221080501,4.041057953441383
81600,-0.85424763,3.480000019,-0.141512364,0.8280800083333334,-0.5951435814111882,2.251303598077855
81800,-0.796081722,3.920000076,1.216603994,1.4468407826666665,-0.002311592279425234,2.895993157612758
82000,-0.795887768,3.480000019,0.292915016,0.9923424223333334,-0.3684068814927214,2.353091726159388
82200,-2.981419086,3.039999962,0.88882345,0.31580144200000004,-1.5527512235820664,2.1843541075820663
82400,-5.254150867,3.920000076,2.153584719,0.27314464266666666,-2.7076251326020078,3.2539144179353414
82600,-8.40620327,4.360000134,2.650574446,-0.4652095633333337,-4.708958046367895,3.7785389197012282
82800,-11.88211823,4.800000191,3.717262268,-1.1216185903333333,-6.8378568001591,4.594619619492434
83000,-9.227456093,7.0,4.136037827,0.6361939113333331,-4.667787967456505,5.94017579012317
83200,-6.075305939,7.0,3.584933043,1.5032090346666667,-2.649700524520383,5.656118593853717
83400,-3.904340267,8.760000229,4.004689217,2.9534497263333335,-0.9640690228101834,6.87096847547685
83600,-4.857169151,9.199999809,3.204518318,2.5157829919999997,-1.8037988911712692,6.835364875171269
83800,-7.525621414,7.880000114,3.689593315,1.3479906716666672,-3.5297247593949237,6.2257061027282585
84000,-4.431249619,6.119999886,1.948236704,1.2123289903333332,-2.0418060705238323,4.466464051190498
84200,-4.359099865,5.679999828,0.134863526,0.4852544963333332,-2.5941911337009858,3.5647001263676525
84400,-3.991831541,6.119999886,-0.683563292,0.48153501766666656,-2.6756219859962425,3.6386920213295753
84600,-7.115625858,6.559999943,-0.634775639,-0.39680051799999977,-4.585990149401231,3.792389113401231
84800,-4.886397362,10.07999992,0.241660893,1.8117544836666666,-2.8457860682201517,6.469295035553484
85000,-3.053956747,9.640000343,0.976976812,2.5210068026666668,-1.4510278511544539,6.493041456487788
85200,-2.555596828,9.640000343,1.939561248,3.0079882543333336,-0.7688804780074538,6.7848569866741215
85400,-3.435209036,7.880000114,2.061765432,2.1688521700000005,-1.296174356097199,5.6338786960972005
85600,-2.995499849,9.199999809,2.58804822,2.9308493933333337,-0.8076673978085074,6.669366184475175
85800,-3.464728355,9.199999809,3.659810781,3.1316940783333336,-0.75617239823822,7.019560554904887
86000,-4.35919714,8.760000229,3.092630148,2.497811079,-1.5314735440129086,6.527095702012908
86200,-5.282215118,9.640000343,2.831732988,2.3965060710000006,-2.1782970156675545,6.971309157667555
86400,-9.227358818,9.199999809,1.847969174,0.6068700549999996,-5.073594222660485,6.2873343326604845
86600,-5.21016264,7.880000114,1.782832384,1.484223286,-2.5269314313137343,5.495378003313734
86800,-2.498303652,4.360000134,2.102095842,1.321264108,-0.8190941873166031,3.4616224033166034
87000,-0.283932,3.480000019,5.893297672,3.029788563666667,1.123395434183236,4.936181693150099
87200,-1.250841379,3.920000076,5.149400711,2.6061864693333336,0.5263408307598145,4.686032107906852
87400,-3.43598485,5.239999771,5.278194427,2.360736449333333,-0.7134614993932127,5.4349343980598785
87600,-4.40289402,6.559999943,3.190513372,1.782539765,-1.6561947371189465,5.221274267118947
87800,-2.59948802,5.239999771,3.124345779,1.9216191766666668,-0.5620252473310421,4.405263600664376
88000,-1.719487906,7.440000057,2.313380718,2.6779642896666664,-0.133201782110695,5.489130361444028
88200,-0.781322062,7.880000114,1.916415572,3.005031208,0.2909403062435887,5.7191221097564116
88400,-1.148590446,7.880000114,1.431092143,2.720833937,-0.12695713436718403,5.568625008367184
88600,-2.526562452,9.199999809,1.616367459,2.7632682719999995,-0.8783969577449628,6.404933501744962
88800,-4.35948801,8.319999695,-1.152596116,0.9359718563333335,-3.101227323478894,4.973171036145561
89000,-4.475625992,7.0,-1.725490808,0.2662943999999999,-3.4027264612025636,3.9353152612025637
89200,-2.643378973,9.199999809,-1.258924007,1.7658989429999998,-2.1993518680750572,5.731149754075057
89400,0.949255586,7.0,-0.810683727,2.379523953,-0.1294060309799483,4.888453936979948
89600,-1.279584885,6.559999943,2.49829483,2.592903296,0.19200614803912242,4.993800443960877
89800,-1.661128044,5.679999828,4.699905396,2.90625906,0.46551775414778174,5.347000365852218
90000,-3.918809175,4.360000134,4.964045525,1.801745494666667,-1.237669149126668,4.841160138460002
90200,-6.660090446,2.160000086,4.515372753,0.0050941310000001865,-3.6024739132762478,3.6126621752762484
90400,-8.081468582,1.279999971,1.267115593,-1.844784339333333,-5.152287982122948,1.4627193034562815
90600,-8.579925537,3.480000019,1.264887333,-1.2783460616666664,-5.2095423575896564,2.652850234256323
90800,-8.947775841,3.039999962,0.00793807,-1.9666126030000004,-5.783556567708468,1.8503313617084667
91000,-8.478740692,3.920000076,3.020750523,-0.5126633643333336,-4.746276778091865,3.720950049425198
91200,-7.057168961,4.800000191,2.041538477,-0.07187676433333356,-3.871449506506633,3.727695977839966
91400,-5.238809109,3.480000019,3.088268995,0.4431533016666667,-2.5725484777266545,3.4588550810599883
91600,-1.134121656,4.360000134,4.408295155,2.544724544333333,0.5936656850331175,4.495783403633549
91800,-2.937527895,6.559999943,2.60584569,2.0761059126666668,-0.8454450623397913,4.997656887673125
92000,-1.163447142,7.0,2.778719425,2.8717574276666666,0.37173547557463227,5.371779379758701
92200,-3.465019226,7.440000057,1.434094429,1.8030250866666666,-1.5416690564842783,5.1477192298176115
92400,-2.555693865,6.559999943,1.391392708,1.7985662620000002,-1.0008741593795676,4.598006683379568
92600,-4.798809052,6.559999943,0.789401114,0.8501973349999999,-2.6278628776898194,4.3282575476898195
92800,-5.62093401,8.319999695,-0.572937667,0.7087093393333332,-3.6135891997153826,5.031007878382049
93000,-4.741322041,8.319999695,0.542715549,1.3737977343333334,-2.649612879122172,5.397208347788839
93200,-2.938012838,10.96000004,0.491040349,2.8376758503333335,-1.5959477010642154,7.271299401730882
93400,-1.661903977,11.39999962,2.06165576,3.933250467666666,-0.18745099522112563,8.053951930554458
93600,-3.039681911,8.760000229,2.054581642,2.5916333199999997,-1.0324756927380334,6.215742332738033
93800,-4.47572279,10.52000046,0.160716623,2.0683314310000003,-2.6332843008291955,6.769947162829196
94000,-4.049803734,8.319999695,0.462809324,1.5776684283333333,-2.2556652547148492,5.411002111381515
94200,-5.780672073,7.0,1.019233823,0.7461872500000001,-3.169756624852886,4.662131124852886
94400,-4.344922066,6.119999886,2.854160547,1.5430794556666667,-1.7357073675959658,4.821866278929299
94600,-6.018206596,7.440000057,3.696441889,1.70607845,-2.5476842171804224,5.959841117180422
94800,-3.378400803,12.27999973,4.255728722,4.385775883,-0.4091065847081605,9.18065835070816
95000,-5.181516171,12.27999973,3.851045132,3.6498428969999996,-1.697697290252424,8.997383084252423
95200,-5.253665924,10.96000004,3.666532278,3.1242887980000003,-1.8484341227853909,8.097011718785392
95400,-6.955208778,9.640000343,4.335996151,2.340262572,-2.8500212291708835,7.530546373170884
95600,-7.410162449,8.319999695,2.398299932,1.1027123926666664,-3.762408773855922,5.9678335591892555
95800,-6.501322269,7.880000114,2.098514557,1.159064134,-3.2723944447540276,5.590522712754028
96000,-5.636178493,6.119999886,3.615961313,1.3665942353333331,-2.425503059071416,5.158691529738083
96200,-1.661419034,2.599999905,3.036706686,1.3250958523333332,-0.26437712374955824,2.9145688284162246
96400,-0.298206776,2.599999905,3.41744709,1.9064134063333331,0.7107466070645565,3.1020802056021095
96600,0.978386998,3.039999962,3.288758516,2.435715158666667,1.6591061280604245,3.2123241892729095
96800,-2.130550385,6.119999886,1.195453048,1.7283008496666667,-0.8136600097178013,4.270261709051135
97000,-3.537362814,7.440000057,1.861295581,1.9213109413333331,-1.4399569713937241,5.28257885406039
97200,-6.206397533,8.319999695,1.015686393,1.0430961850000002,-3.404710194789989,5.49090256478999
97400,-3.52299118,6.119999886,1.871502519,1.4895037416666665,-1.4699891292162903,4.448996612549624
97600,-4.00659132,4.800000191,1.805954576,0.8664544823333332,-1.8756484171243155,3.608557381790982
97800,-4.886203289,6.559999943,5.992238998,2.5553452173333335,-1.3949587860829293,6.505649220749596
98000,-5.312025547,7.440000057,5.550189495,2.5593880016666666,-1.654971799833215,6.773747803166549
98200,-6.544340134,8.760000229,5.073462009,2.429707368,-2.4615266571973207,7.32094139319732
98400,-4.315499783,11.39999962,2.905689001,3.3300629459999995,-1.4870666572486875,8.147192549248686
98600,-2.511996746,8.760000229,0.875722766,2.3745754163333332,-1.1671084205757145,5.916259253242381
98800,-2.555790901,10.96000004,0.389213324,2.931140821,-1.4212377416457191,7.28351938364572
99000,-3.024825335,10.07999992,0.66821295,2.574462511666667,-1.5634469145051408,6.7123719378384745
99200,-3.039391041,9.640000343,2.000032902,2.8668807346666667,-1.0424979087806814,6.776259378114014
99400,-4.40289402,10.07999992,1.518257499,2.3984544663333334,-2.0605090165836626,6.85741794925033
99600,-4.374247551,10.07999992,0.652144134,2.1192988343333337,-2.3742684293056096,6.612866097972277
99800,-4.359875679,8.760000229,0.994220316,1.798114955333333,-2.241569634939067,5.837799545605733
100000,-3.933956623,7.0,0.773354948,1.2797994416666667,-2.0787837628232904,4.638382646156624
