Step,PPO_v0,PPO_v1,PPO_v2,Mean,CI_lower,CI_upper
13400,6.122606754,6.119999886,0.796546042,4.346384227333333,2.4637980684008065,6.22897038626586
13600,7.424274445,6.119999886,-1.939690709,3.8681945406666665,0.7623171684726127,6.974071912860721
13800,6.547219753,7.880000114,-0.886096358,4.513707836333334,1.6210993762543242,7.406316296412344
14000,4.302100182,6.119999886,1.495534539,3.9725448689999996,2.545851800487294,5.399237937512705
14200,6.320917606,6.094047546,0.28286472,4.232609957333334,2.1367897343142106,6.3284301803524565
14400,3.015280724,3.014047623,1.283033729,2.437454025333333,1.8252300940056252,3.049677956661041
14600,4.329319,3.014047623,-0.909906507,2.144486705333333,0.47533949188309665,3.8136339187835695
14800,3.765146494,4.339174271,-1.284536719,2.273261348666667,0.3782855285790385,4.168237168754295
15000,3.031743765,3.004141331,-0.816086054,1.7399330139999998,0.3843728557201216,3.0954931722798777
15200,3.849843264,4.324141502,0.00940892,2.7277978953333335,1.2788583688322042,4.176737421834463
15400,1.696825266,2.564141512,0.415032685,1.5586664876666667,0.8965723458724509,2.2207606294608824
15600,1.474418402,3.920000076,1.049940109,2.148119529,1.199492370957623,3.096746687042377
15800,2.979594469,2.599999905,0.970432341,2.183342238333333,1.5296835479963602,2.837000928670306
16000,1.628414273,4.800000191,2.287546396,2.9053202866666665,1.880447231636303,3.93019334169703
16200,5.182906151,5.679999828,2.685378313,4.516094764000001,3.5333528903564413,5.49883663764356
16400,3.872363329,9.640000343,2.519068956,5.343810876,3.028040132224585,7.659581619775415
16600,2.613640547,8.319999695,2.22858882,4.387409687333333,2.298509169020868,6.476310205645799
16800,3.511514902,7.880000114,1.249887824,4.213800946666667,2.149869487875358,6.277732405457975
17000,2.627157688,6.519014835,1.170574665,3.4389157293333334,1.7456570661409572,5.13217439252571
17200,6.15060091,5.639014721,1.98861742,4.592744350333334,3.2028426574302826,5.982646043236384
17400,6.592169285,6.519014835,0.294692546,4.468625555333333,2.25494998050954,6.682301130157127
17600,5.576550961,8.719015121,2.017647028,5.437737703333333,3.3845509650060874,7.490924441660579
17800,1.535461783,7.880000114,3.137548923,4.184336940000001,2.163961152913921,6.20471272708608
18000,-1.196846962,6.119999886,2.118314028,2.3471556506666666,0.1035532196862099,4.590758081647124
18200,-1.138777971,7.0,1.972680807,2.6113009453333333,0.09641003248126578,5.1261918581854005
18400,2.022699356,8.319999695,-2.324173212,2.6728419463333335,-0.604444560406213,5.95012845307288
18600,4.744370461,7.0,-1.889148831,3.2850738766666665,0.4554492355457982,6.114698517787534
18800,7.006270885,6.559999943,-2.431276321,3.711664835666667,0.45101398159318373,6.9723156897401495
19000,5.242342472,6.559999943,-0.939685643,3.6208855906666666,1.1688586649072232,6.0729125164261095
19200,6.127067089,6.559999943,0.131996527,4.273021186333334,2.0729142313260978,6.4731281413405695
19400,7.427199364,7.0,-0.571844518,4.618451615333333,1.8627752949047789,7.374127935761887
19600,7.180594444,7.0,2.200695515,5.460429986333334,3.730810605587959,7.190049367078709
19800,5.768234253,6.119999886,2.04125762,4.643163919666667,3.2590976198650914,6.027230219468242
20000,6.659566879,8.760000229,0.167655453,5.195740853666666,2.452736991902201,7.938744715431131
20200,6.406867027,5.679999828,-1.095002532,3.6639547743333334,1.1303427309351295,6.197566817731538
20400,6.474125385,4.800000191,-1.225213408,3.349637389333333,0.8698980894250372,5.829376689241629
20600,5.684222221,5.239999771,-0.00016529,3.6413522339999997,1.7053620992946656,5.577342368705334
20800,9.242175102,4.800000191,2.157862425,5.400012572666667,3.2076779720076978,7.592347173325637
21000,1.573629856,1.501972437,3.364773989,2.1467920940000003,1.5004871295573383,2.793097058442662
21200,0.141356125,0.180177793,1.135095239,0.48554305233333334,0.1408609635476149,0.8302251411190518
21400,-6.602506161,0.92345947,-0.722743511,-2.1339300673333335,-4.556760949715317,0.2889008150486494
21600,-5.180740356,3.531834841,-0.522534788,-0.7238134343333336,-3.39361865622785,1.9459917875611827
21800,-6.984243393,1.325985312,1.099644661,-1.5195378066666665,-4.418464087306031,1.379388473972698
22000,-5.180740356,-0.965405464,3.350682259,-0.931821187,-3.5440859290399134,1.680443555039913
22200,-6.998712063,-0.03046125,2.533055544,-1.498705923,-4.519288766796976,1.521876920796976
22400,-5.267940521,0.445187688,2.632374763,-0.7301260233333333,-3.2281077438944896,1.767855697227823
22600,-4.358906269,-0.059454162,3.55054903,-0.289270467,-2.7141015770146275,2.1355606430146272
22800,-4.02105999,-2.061935425,2.493546486,-1.1964829763333336,-3.2432896666404556,0.8503237139737883
23000,-3.904825211,-1.011087179,0.685214639,-1.4102325836666667,-2.831491389272225,0.01102622193889169
23200,-2.584922314,1.068583369,0.75338316,-0.254318595,-1.494070041490519,0.9854328514905191
23400,-2.084396124,2.126907825,-0.782816589,-0.24676829599999997,-1.5671774750573269,1.073640883057327
23600,0.223949373,4.770699978,-0.167164326,1.609161675,-0.07176840374976057,3.2900917537497607
23800,1.614190936,4.820012569,-0.159458265,2.091581746666667,0.5460589059774015,3.6371045873559322
24000,5.19114399,5.940327168,-2.356821775,2.9248831276666665,0.11445896921948862,5.735307286113844
24200,10.12590981,9.574748993,0.883104742,6.861254515,3.686373576708925,10.036135453291074
24400,13.21239185,11.98572445,0.798825562,8.665647287333334,4.4767628324103335,12.854531742256334
24600,8.652687073,15.53372288,1.446857095,8.544422349333333,4.2308360579333355,12.858008640733331
24800,1.845841408,16.40714836,2.452839136,6.901942968,1.85762157960212,11.94626435639788
25000,-4.033669949,17.37063026,1.57260406,4.969854790333333,-1.8269827441237503,11.766692324790416
25200,-7.1002841,17.37589073,5.834534645,5.370047091666666,-2.128267596296128,12.86836177962946
25400,-7.980381012,18.73703384,4.769340038,5.175330955333333,-3.0080062053743735,13.35866811604104
25600,-8.831152916,17.73523331,4.291459084,4.3985131593333335,-3.735946288945984,12.53297260761265
25800,-5.355237961,15.78557682,3.869652987,4.766663948666666,-1.7238190042850006,11.257146901618334
26000,-3.991734743,14.67218018,3.02586937,4.568771602333333,-1.204144922390654,10.34168812705732
26200,-3.523088217,13.97725201,3.146709681,4.533624491333334,-0.8749841513837406,9.942233134050408
26400,-2.958899736,12.96108913,2.209205627,4.070465007,-0.9029540722069642,9.043884086206965
26600,-0.196085617,14.16304111,4.398298264,6.1217512523333335,1.6311841496686599,10.612318354998006
26800,2.980539322,15.50132942,2.533748865,7.005205869,2.4973796755819357,11.513032062418064
27000,5.710099697,17.16611099,1.586146235,8.154118974000001,3.210799690176578,13.097438257823423
27200,7.027524471,20.52564812,3.042864084,10.198678891666667,4.587726443035299,15.809631340298035
27400,2.474592686,21.20847511,1.497193217,8.393420337666667,1.5906254420761021,15.196215233257231
27600,-0.274641991,19.29329681,2.737716436,7.252123751666667,0.800061224205125,13.704186279128209
27800,-5.294129848,18.74654007,4.146980286,5.866463502666666,-1.5507273257195244,13.283654331052857
28000,-4.385192394,18.92743301,6.12600708,6.889415898666667,-0.2600610203582594,14.038892817691593
28200,-3.025747299,18.01987076,5.170807362,6.721643607666667,0.22549100592475035,13.217796209408583
28400,1.967184544,17.85308266,3.418013334,7.746093512666666,2.367676636064801,13.12451038926853
28600,3.805121422,20.20338631,2.969394207,8.992633979666666,3.0417306074824646,14.943537351850868
28800,7.433079243,21.10913849,0.211257175,9.584491636000001,3.0849207176377087,16.084062554362294
29000,10.54191971,19.94205666,-0.353367597,10.043536257666668,3.823738702920333,16.263333812413002
29200,11.86447334,20.68999481,0.992023885,11.18216401166667,5.140071840225207,17.224256183108132
29400,10.91825771,21.31699181,2.937268972,11.724172830666667,6.080348419638464,17.36799724169487
29600,4.146831512,21.4076786,4.311591148,9.955367086666667,3.8816522323775002,16.029081940955834
29800,-3.931596518,21.11677361,3.578794003,6.921323698333333,-0.9503324986764463,14.792979895343112
30000,-7.028813362,22.41241837,2.965368271,6.116324426333333,-3.05175044643759,15.284399299104255
30200,-6.090744495,22.76428986,-1.06861186,5.201644501666667,-4.238436364734003,14.641725368067338
30400,-6.970065594,22.87228394,-0.655104399,5.0823713156666654,-4.548252244940346,14.712994876273676
30600,-3.853655338,22.632658,-1.049067497,5.909978388333333,-3.000039252333351,14.819996029000016
30800,-3.525985241,21.66425323,-1.30746913,5.610266286333332,-2.9307010042665054,14.15123357693317
31000,-0.670953393,22.16234398,-0.535228491,6.985387365333332,-1.0635166215814822,15.034291352248147
31200,1.757330298,21.77119446,-0.070301883,7.819407625,0.3992241679296038,15.239591082070397
31400,0.652689278,21.98013115,-2.695164919,6.645885169666666,-1.5506771456454604,14.842447484978793
31600,3.390947342,22.01081848,-1.966463566,7.811767418666666,0.10498669020131501,15.518548147132018
31800,2.48491478,21.65138054,-0.394898891,7.913798809666667,0.5751801842939965,15.252417435039337
32000,2.505259991,22.22982788,1.469365001,8.734817624,1.5709827754865326,15.898652472513467
32200,4.83974123,22.33080101,1.426442027,9.532328088999998,2.6649231562448845,16.39973302175511
32400,4.434533596,23.3210125,0.885316551,9.546954215666664,2.161764307226038,16.93214412410729
32600,4.916286469,23.44082642,0.875087798,9.744066895666666,2.3756273277734428,17.11250646355989
32800,6.481596947,23.17051315,0.060447861,9.904185986,2.5991098515694055,17.209262120430594
33000,1.563630819,23.8012867,0.95380789,8.772908469666666,0.8007204424532883,16.745096496880045
33200,-1.614444971,23.45094109,0.428224266,7.421573461666667,-1.1022591781910256,15.945406101524359
33400,-7.90813446,22.35378838,0.429819167,4.958491029,-4.613492408070042,14.530474466070043
33600,-6.970162392,22.03017044,1.209626675,5.423211574333333,-3.7331499308500753,14.579573079516742
33800,-6.57395649,21.79054642,3.524506092,6.247032007333332,-2.556987675159637,15.051051689826302
34000,-5.181516171,21.31129456,5.741364002,7.290380797000001,-0.8628435241016277,15.44360511810163
34200,-7.791996479,20.94276619,2.940751076,5.363840262333333,-3.527697160575464,14.25537768524213
34400,-5.10152626,22.29838371,-0.191254258,5.668534397333333,-3.2780070204068226,14.615075815073489
34600,-1.516663194,21.90312576,-3.359768629,5.675564645666667,-2.9488823844485,14.300011675781835
34800,2.745145798,22.02293968,-1.289848566,7.826078970666667,0.19636480384975918,15.455793137483575
35000,5.768903255,19.95115852,0.65308857,8.791050114999999,2.6687372958524422,14.913362934147557
35200,6.647002697,18.51827812,-0.055704478,8.369858779666668,2.609833317519559,14.129884241813777
35400,5.358664513,16.31284523,-0.091863357,7.193215462,2.076961992255674,12.309468931744327
35600,5.546266556,15.501647,-0.493169338,6.851581406,1.9055063497757097,11.79765646222429
35800,6.532397747,15.70955944,-0.058679931,7.394425752,2.54481252929056,12.24403897470944
36000,8.328537941,15.45109463,1.370527864,8.383386811666666,4.07201320172925,12.694760421604082
36200,5.608430862,18.15461731,3.246484041,9.003177404333332,4.096307063044778,13.910047745621887
36400,1.080508113,20.23114395,4.227506161,8.513052741333334,2.2243382852768807,14.801767197389788
36600,-3.874610662,21.16215515,5.675533772,7.654359420000001,-0.08305109135941002,15.391769931359413
36800,-3.46492219,20.95424271,5.774279118,7.754533212666666,0.20432729710719233,15.304739128226139
37000,-3.875499964,21.22179985,3.202613831,6.849637905666667,-1.0744756789720773,14.773751490305411
37200,-3.962506294,21.20295906,6.546007633,7.928820132999999,0.18868230892522853,15.66895795707477
37400,-3.889677763,20.84352112,5.377534866,7.443792740999999,-0.20804154769366168,15.09562702969366
37600,-4.344631195,21.11108017,2.354425907,6.3736249606666675,-1.706762894720308,14.454012816053643
37800,-4.711899757,20.72370911,4.802972794,6.938260715666668,-0.931669568889486,14.808191000222822
38000,-4.272384644,20.96333504,2.373563766,6.354838054000001,-1.6552718635410963,14.364947971541099
38200,-6.046465397,22.38819122,3.336939096,6.559554973,-2.312903058382042,15.432013004382043
38400,-6.104631424,22.62781715,2.830236197,6.451140640999999,-2.5534750922397444,15.455756374239744
38600,-5.707940578,23.10706711,1.730056047,6.376394193,-2.7839997117422977,15.5367880977423
38800,-6.133762836,23.01518822,3.515376329,6.798933904333333,-2.294366851150783,15.892234659817447
39000,-3.024922132,22.41612434,6.056707382,8.482636529999999,0.5874110605084857,16.37786199949151
39200,-1.661806941,21.41988373,5.620919704,8.459665497666668,1.233801293675369,15.685529701657966
39400,-1.662000895,18.19246292,2.232278585,6.25424687,-0.188251820612372,12.696745560612372
39600,-3.905019283,16.72157669,0.953920245,4.590159217333333,-2.0132714466174706,11.193589881284137
39800,-2.995984793,16.20589066,-0.457865477,4.25068013,-2.1369780831491223,10.638338343149123
40000,-2.584340334,15.12012672,0.210104495,4.2486302936666664,-1.579994320674671,10.077254908008005
40200,-1.206853271,13.26438522,0.717954636,4.2584955283333334,-0.5538229704608097,9.070814027127476
40400,-0.810647488,12.79576683,0.43942073,4.141513357333333,-0.4640299743873859,8.747056689054052
40600,-1.67598474,11.33309364,-0.420634717,3.078824727666666,-1.3155051008408614,7.473154556174194
40800,-0.767144263,13.9067297,0.592040956,4.577208797666667,-0.38798818918062317,9.542405784513956
41000,0.11285574,14.00719738,1.871695995,5.330583038333333,0.6977070247418293,9.963459051924836
41200,0.920027137,15.14430714,1.923431396,5.995921891000001,1.1345401613048995,10.857303620695102
41400,-1.748619437,14.92782974,3.863775015,5.680995106,0.48474504227796444,10.877245169722036
41600,-5.253762722,15.7585268,0.718782842,3.741182306666667,-2.889152855452807,10.371517468786141
41800,-6.544728279,17.44885826,0.688697398,3.8642757930000005,-3.672789427251859,11.40134101325186
42000,-5.650162697,19.01164627,-0.46889469,4.297529627666667,-3.6654387093426353,12.26049796467597
42200,-6.090550423,19.58463478,-0.33349961,4.386861582333332,-3.863482527345961,12.637205692012625
42400,-6.16318512,18.66809273,2.545819044,5.016908884666667,-2.6982013786362833,12.732019147969616
42600,-4.79968214,19.44113541,3.662000656,6.101151308666668,-1.4329312699282655,13.635233887261602
42800,-2.173956633,20.20231247,2.719396591,6.915917476,-0.2877910844260789,14.119626036426078
43000,-2.173665762,20.22428703,2.608279705,6.886300324333334,-0.3371813751160291,14.109782023782696
43200,-0.897653878,20.1108532,1.79688406,7.003361127333334,0.003274654623820261,14.003447600042847
43400,-3.111831665,20.63687897,-0.471212059,5.684611748666668,-2.286138042041177,13.655361539374512
43600,-1.705019236,21.36450577,0.871804237,6.843763590333334,-0.8973354084122791,14.584862589078949
43800,-0.370744437,21.31097412,3.297448397,8.079226026666667,0.9727163910159158,15.18573566231742
44000,-3.054247618,20.86363792,3.803798676,7.204396325999999,-0.3377194357186628,14.74651208771866
44200,-3.494441509,21.48393822,6.278712273,8.089402994666665,0.3813192313695959,15.797486757963735
44400,-5.621322155,20.87901306,4.854477406,6.704056103666666,-1.4690548626206503,14.877167069953982
44600,-5.152287483,20.88237762,6.661279678,7.463789938333332,-0.5190188670339184,15.446598743700584
44800,-7.791899681,20.78705978,6.792595863,6.595918653999999,-2.155186470749441,15.347023778749438
45000,-7.380934238,20.6427536,4.821775436,6.027864932666667,-2.5764092722538496,14.632139137587183
45200,-8.275208473,21.00260925,3.848780155,5.525393644,-3.4830592042058077,14.533846492205807
45400,-8.26074028,20.67470551,1.577223539,4.663729589666667,-4.345846471401129,13.673305650734463
45600,-7.850356579,20.10569,0.935563505,4.396965642,-4.357414268521774,13.151345552521773
45800,-6.54501915,19.92936134,1.50852561,4.9642892666666665,-3.346395100919521,13.274973634252854
46000,-3.06891036,20.75230598,0.155376717,5.946257445666666,-1.9676538429164774,13.860168734249811
46200,-0.327241242,20.77717972,-0.290815264,6.719707738,-0.7354009283736378,14.174816404373638
46400,-1.192772508,20.71554756,-0.188558757,6.444738765,-1.1297438673818574,14.019221397381859
46600,0.200056106,19.17536354,1.185864329,6.853761325000001,0.312277395827655,13.395245254172346
46800,-2.468590498,19.83851242,2.909374237,6.759765386333334,-0.36907158448568644,13.888602357152354
47000,-0.297721893,19.80371666,3.884992361,7.796995709333333,1.3019557087914588,14.292035709875208
47200,-3.818012714,18.28434181,3.689967155,6.052098750333333,-0.830304576214381,12.934502076881047
47400,-4.257915974,18.31385803,2.012379169,5.356107075,-1.7789288215618173,12.491142971561818
47600,-4.228784561,17.26587486,0.04959631,4.362228869666667,-2.605218536007248,11.329676275340582
47800,-3.876081705,18.12128448,0.542037189,4.929079988,-2.196726233740079,12.05488620974008
48000,-4.315790653,18.32888222,1.581775784,5.198289117,-1.995580119121847,12.392158353121847
48200,-4.373859882,17.49971199,2.595750332,5.2405341466666675,-1.6021475556968978,12.083215849030232
48400,-4.34472847,17.85729599,0.56232965,4.6916323900000005,-2.4503428716889486,11.83360765168895
48600,-4.02105999,18.00640678,1.405316472,5.130221087333332,-1.8976299943682031,12.158072169034867
48800,-2.173956633,18.39271355,0.552110672,5.590289196333334,-1.2503361242157425,12.43091451688241
49000,-4.489803791,19.16607857,1.428165674,5.368146817666666,-2.170324043407499,12.906617678740831
49200,-3.977265835,18.89665985,3.488912582,6.136102199,-1.0068968747082145,13.279101272708214
49400,-3.523088217,20.05376053,5.887390614,7.472687642333334,0.2049896519765939,14.740385632690074
49600,-2.570744514,20.82828712,6.315820694,8.191121099999998,0.9579621930512703,15.424280006948727
49800,-1.719487906,20.97975922,1.640475869,6.966915727666666,-0.5353883233682524,14.469219778701584
50000,-2.686300516,20.47218895,2.159578323,6.648488918999999,-0.8312749644943178,14.128252802494316
50200,-1.366106391,19.49329758,2.424468756,6.850553315,0.04601387708871929,13.65509275291128
50400,-0.046397381,19.64241028,3.694075346,7.763362748333333,1.360288923499624,14.166436573167042
50600,-0.01765386,19.94413567,5.825347424,8.583943078,2.299269822868551,14.86861633313145
50800,0.363889307,19.49928665,4.142771244,8.001982400333333,1.7958063152599282,14.208158485406738
51000,-0.83948797,19.0487175,3.148433924,7.119221151333332,0.6758948769681306,13.562547425698533
51200,-3.479391098,19.85538673,1.874814391,6.083603341,-1.401717102786006,13.568923784786005
51400,-2.570841312,20.15059853,0.118658692,5.8994719700000005,-1.7030598962534809,13.502003836253483
51600,-5.67958498,19.82958603,-0.371492535,4.592836171666668,-3.649498245124014,12.835170588457348
51800,-4.857654095,19.77200127,0.893751919,5.269366364666666,-2.6208447109917454,13.159577440325078
52000,-3.465116262,19.94655609,1.792669773,6.091369867000001,-1.4307404781666238,13.613480212166625
52200,-2.599778891,20.48278618,2.880380154,6.921129147666668,-0.46416727207678576,14.306425567410122
52400,-2.541613102,20.27609062,2.626241446,6.786906321333333,-0.5397210560791716,14.113533698745838
52600,-4.37366581,20.40015221,0.306612879,5.4443664263333345,-2.6155552185294058,13.504288071196076
52800,-5.239099979,20.69235992,-0.107143767,5.115372058000001,-3.293689054428289,13.524433170428292
53000,-3.450356483,20.98210716,-1.303356528,5.409464716333335,-2.875298331962223,13.694227764628891
53200,-2.908881426,21.34056473,3.468377352,7.300020218666667,-0.39786971165135565,14.99791014898469
53400,-2.058303833,18.53945732,1.028725982,5.836626489666667,-0.9660532653377514,12.639306244671086
53600,-2.145310163,13.96175671,3.406199694,5.074215413666667,0.06374731638717179,10.084683510946162
53800,-0.869007349,12.01737309,2.798089027,4.648818255999999,0.5829420029350425,8.714694509064955
54000,-2.231928587,10.87133598,3.169812918,3.936406770333333,-0.09617778453154191,7.968991325198208
54200,-3.522894144,10.67380142,3.229759693,3.460222323,-0.8883281252281643,7.808772771228164
54400,-6.602409363,10.54138565,3.136286974,2.3584210870000004,-2.906957580492483,7.6237997544924845
54600,-6.559002876,10.07524776,3.892254829,2.469499904333333,-2.6792650168782655,7.618264825544932
54800,-6.119003296,10.09219933,1.336652398,1.7699494773333333,-3.199013533743269,6.738912488409936
55000,-5.679294109,8.550067902,0.777129292,1.2159676950000002,-3.147078266595378,5.579013656595379
55200,-4.344922066,8.435338974,1.207537174,1.7659846940000001,-2.158346417177476,5.690315805177477
55400,-3.537750721,6.038759708,0.852749527,1.1179195046666666,-1.8176463055932326,4.053485314926566
55600,-3.53804183,3.807200909,2.68276453,0.9839745363333333,-1.4387741587683105,3.406723231434977
55800,-6.162991047,0.317777336,3.434233189,-0.8036601740000001,-3.8017780101792304,2.1944576621792304
56000,-6.061224937,-0.705380619,2.262659073,-1.5013154943333333,-4.084692317696921,1.082061329030254
56200,-6.031996727,-1.081482291,0.736722529,-2.125585496333333,-4.270769379987905,0.01959838732123842
56400,-2.937818766,-3.910214663,-0.823421359,-2.557151596,-3.5236052639547175,-1.5906979280452829
56600,-1.206950307,-3.818477869,-0.500776291,-1.8420681556666667,-2.912287225198197,-0.7718490861351361
56800,-1.221709967,-0.253365636,-0.574644685,-0.683240096,-0.9852753226164417,-0.38120486938355835
57000,-0.85424763,8.804737091,1.7086761,3.2197218536666665,0.15562894676194983,6.283814760571383
57200,-0.883185148,14.01273727,2.823056221,5.3175361143333335,0.568630373621108,10.066441855045559
57400,-0.825213194,15.23498917,3.060789824,5.823521933333333,0.6924752007900841,10.954568665876582
57600,-2.144922256,14.44483566,2.720117807,5.006677070333334,-0.21561703318655479,10.228971173853221
57800,-1.675790787,17.89409637,2.574670076,6.2643252196666666,-0.0391050114798448,12.567755450813177
58000,-1.235693812,19.01198196,2.701874495,6.8260542143333325,0.2519933314953091,13.400115097171355
58200,-2.144922256,20.30983925,1.249716997,6.471544663666666,-0.9405575611101185,13.883646888443451
58400,-2.570259571,19.44892693,3.811640263,6.896769207333333,-0.04089049336440809,13.834428908031073
58600,-6.148328304,20.53000259,2.928085089,5.769919791666666,-2.536486317033402,14.076325900366735
58800,-6.984922409,22.42453957,1.931459427,5.790358862666667,-3.444035583800237,15.024753309133573
