Wall time,Step,Value
1742312821.1281047,200,-17.66724967956543
1742312837.5758836,400,-12.163957595825195
1742312854.5238361,600,-8.668619155883789
1742312981.4040844,800,-7.166361331939697
1742313000.0496821,1000,-6.256119251251221
1742313106.42599,1200,-4.712385177612305
1742313226.4599674,1400,-5.510345935821533
1742313298.923146,1600,-4.490302562713623
1742313344.55208,1800,-4.424701690673828
1742313358.9491823,2000,-3.1356868743896484
1742313372.947032,2200,-1.3978952169418335
1742313387.8320043,2400,-1.7220722436904907
1742313401.514149,2600,-0.48543867468833923
1742313415.069315,2800,-2.486203670501709
1742313428.5436695,3000,-1.0955877304077148
1742313442.2461479,3200,0.6609331965446472
1742313457.477715,3400,-1.663297414779663
1742313470.8247285,3600,0.5859870314598083
1742313484.1299987,3800,0.051847171038389206
1742313497.8676748,4000,1.5617036819458008
1742313512.7855394,4200,0.9400819540023804
1742313527.1465251,4400,0.11003170907497406
1742313541.7879276,4600,0.23752416670322418
1742313558.0571852,4800,0.8890255093574524
1742313575.2283473,5000,-0.3557472229003906
1742313631.367695,5200,0.5793914794921875
1742313688.9066536,5400,0.6308640241622925
1742313764.8686278,5600,0.6665221452713013
1742313788.3584359,5800,2.627459764480591
1742313804.747284,6000,1.2850263118743896
1742313821.0790966,6200,2.6175777912139893
1742313835.701424,6400,1.3670525550842285
1742313849.0989432,6600,0.007828770205378532
1742313863.4515693,6800,-0.6679022312164307
1742313876.5013318,7000,1.0360602140426636
1742313889.9293575,7200,1.4233380556106567
1742313903.4911895,7400,3.256291151046753
1742313917.3342962,7600,5.341029644012451
1742313930.8599958,7800,4.941412925720215
1742313944.1617095,8000,5.09483003616333
1742313957.7757375,8200,5.709301948547363
1742313970.7876396,8400,4.904125690460205
1742313983.8007853,8600,4.499749183654785
1742313996.881613,8800,3.3953897953033447
1742314010.5560215,9000,3.0172126293182373
1742314023.6128123,9200,4.283801078796387
1742314036.8627176,9400,3.97841215133667
1742314050.1162374,9600,6.363768577575684
1742314063.6097884,9800,6.254138946533203
1742314076.8863397,10000,5.414823055267334
1742314090.7986815,10200,5.759500980377197
1742314105.1678157,10400,1.8179495334625244
1742314119.3785727,10600,-0.7505799531936646
1742314132.94336,10800,-0.12869827449321747
1742314146.3621066,11000,1.1638340950012207
1742314159.0372367,11200,3.5712943077087402
1742314172.705566,11400,5.117701530456543
1742314186.6259096,11600,3.196314573287964
1742314200.1503425,11800,2.8406529426574707
1742314213.294961,12000,2.911550521850586
1742314227.5958867,12200,0.7750704884529114
1742314241.3256238,12400,4.370354175567627
1742314255.338993,12600,3.4844069480895996
1742314269.158429,12800,4.054133892059326
1742314283.0053005,13000,5.876965522766113
1742314296.8879912,13200,6.7903571128845215
1742314311.2489815,13400,6.1226067543029785
1742314324.9790475,13600,7.424274444580078
1742314338.892754,13800,6.547219753265381
1742314353.1035216,14000,4.30210018157959
1742314384.9234462,14200,6.32091760635376
1742314427.3657105,14400,3.0152807235717773
1742314453.9380562,14600,4.329319000244141
1742314467.45889,14800,3.765146493911743
1742314481.2378929,15000,3.0317437648773193
1742314494.4637148,15200,3.8498432636260986
1742314508.5947418,15400,1.6968252658843994
1742314522.0283537,15600,1.4744184017181396
1742314535.5506475,15800,2.9795944690704346
1742314549.3437557,16000,1.628414273262024
1742314562.3008187,16200,5.182906150817871
1742314576.2425745,16400,3.872363328933716
1742314589.882412,16600,2.613640546798706
1742314603.826923,16800,3.511514902114868
1742314617.547449,17000,2.627157688140869
1742314630.942535,17200,6.150600910186768
1742314643.968069,17400,6.592169284820557
1742314657.867411,17600,5.5765509605407715
1742314671.797406,17800,1.5354617834091187
1742314685.90786,18000,-1.1968469619750977
1742314699.4380708,18200,-1.1387779712677002
1742314712.8534648,18400,2.0226993560791016
1742314725.9912682,18600,4.744370460510254
1742314739.427997,18800,7.006270885467529
1742314753.1138248,19000,5.242342472076416
1742314766.269875,19200,6.1270670890808105
1742314778.9634223,19400,7.427199363708496
1742314792.8203647,19600,7.180594444274902
1742314806.1584682,19800,5.7682342529296875
1742314820.1015012,20000,6.659566879272461
1742314832.8180225,20200,6.406867027282715
1742314846.1091373,20400,6.474125385284424
1742314859.6002355,20600,5.684222221374512
1742314872.2917292,20800,9.242175102233887
1742314886.8003168,21000,1.5736298561096191
1742314900.7934115,21200,0.14135612547397614
1742314915.6695678,21400,-6.602506160736084
1742314929.857758,21600,-5.1807403564453125
1742314944.2628956,21800,-6.984243392944336
1742314958.626427,22000,-5.1807403564453125
1742314973.054815,22200,-6.998712062835693
1742314987.1052928,22400,-5.267940521240234
1742315001.2453473,22600,-4.358906269073486
1742315015.616284,22800,-4.021059989929199
1742315048.8009133,23000,-3.904825210571289
1742315082.486285,23200,-2.5849223136901855
1742315097.9309886,23400,-2.0843961238861084
1742315117.8151028,23600,0.2239493727684021
1742315130.7654333,23800,1.614190936088562
1742315143.1781456,24000,5.191143989562988
1742315156.2881887,24200,10.125909805297852
1742315169.5939238,24400,13.21239185333252
1742315195.5352657,24600,8.652687072753906
1742315209.6841183,24800,1.845841407775879
1742315223.7992046,25000,-4.033669948577881
1742315238.6135585,25200,-7.100284099578857
1742315253.5595083,25400,-7.980381011962891
1742315274.128869,25600,-8.83115291595459
1742315291.2063646,25800,-5.35523796081543
1742315309.4335222,26000,-3.991734743118286
1742315327.2479599,26200,-3.523088216781616
1742315344.2367811,26400,-2.958899736404419
1742315362.428203,26600,-0.1960856169462204
1742315379.2997434,26800,2.980539321899414
1742315396.1224272,27000,5.710099697113037
1742315439.502866,27200,7.027524471282959
1742315460.7030447,27400,2.474592685699463
1742315492.0413315,27600,-0.2746419906616211
1742315522.1838741,27800,-5.294129848480225
1742315540.117371,28000,-4.385192394256592
1742315556.4468434,28200,-3.025747299194336
1742315572.4384172,28400,1.9671845436096191
1742315591.1111727,28600,3.805121421813965
1742315610.2860723,28800,7.433079242706299
1742315633.2287283,29000,10.541919708251953
1742315646.9642916,29200,11.864473342895508
1742315666.3209007,29400,10.918257713317871
1742315695.7745407,29600,4.146831512451172
1742315711.2760062,29800,-3.931596517562866
1742315726.782145,30000,-7.028813362121582
1742315741.176312,30200,-6.090744495391846
1742315756.3111014,30400,-6.970065593719482
