Step,Value
37392,-6.785224915
37549,-6.596261501
37746,-5.342377663
37924,-5.113739014
38090,-5.470623493
38247,-4.679322243
38406,-4.831490993
38594,-5.299074173
38788,-1.341259241
38943,-1.702249289
39110,-0.514556229
39259,-1.815833092
39429,0.227354378
39669,-2.981470823
39835,-2.570721865
39973,-4.928236008
40130,-2.731037378
40302,-3.747116804
40491,-3.998369932
40656,-3.808212519
40848,-2.97414732
41037,-5.005313873
41183,-6.824295998
41396,-5.654635906
41571,-4.50435257
41736,-4.435364246
41909,-1.720858812
42062,-0.72378701
42255,-1.663027406
42524,-3.359623909
42707,-0.899317145
42876,-3.060728073
43056,-4.590620518
43228,-2.818187475
43408,-2.458764553
43611,-5.046196938
43772,-3.10584712
43946,-1.368116975
44139,-0.795870125
44342,-1.562597752
44515,-1.804706573
44733,-1.278051376
44923,-2.869996071
45083,-4.779695034
45279,-1.924327135
45437,-2.210868835
45618,-4.57777071
45793,-3.304136276
46032,-0.537020743
46240,-2.626183987
46435,-1.229126692
46616,1.327248454
46793,2.410179615
46970,-0.166882068
47177,-2.26658392
47354,-1.792789698
47539,-3.672184229
47711,-4.650779247
47855,-4.69023037
48032,-1.099213243
48221,-2.119101524
48468,-3.843029976
48663,-2.7197721
48832,-3.942858696
49053,-6.810538292
49209,-6.348070145
49419,-5.713700294
49590,-5.41007185
49808,-5.790550232
49965,-4.011968613
50144,-6.458137035
50292,-5.441185474
50467,-7.131719589
50640,-3.945668936
50817,-3.789880991
50995,-2.390379906
51196,-2.230993748
51336,-2.670822859
51485,-4.405137539
51658,-6.760531425
51839,-7.095881462
51999,-6.483917236
52170,-3.435224056
52322,-3.482696295
52549,-0.770973027
52792,-2.313490391
52941,-3.210624218
53101,-6.341624737
53269,-4.423426628
53447,-3.896744967
53632,-3.194129229
53831,-2.065006018
54003,-0.159712002
54178,-0.824200213
54396,-4.305687904
54558,-1.778006315
54760,-2.466472387
54964,-5.032255173
55123,-5.212264538
55285,-4.167525768
55486,-6.19307518
55633,-6.661169052
55767,-5.958767414
55907,-6.925272942
56073,-5.439328671
56270,-5.863941193
56473,-4.273989677
56653,-3.09284997
56827,-1.822000623
57068,-3.241683483
57307,-4.801343441
57510,-7.823681831
57743,-8.819252014
57942,-8.622988701
58119,-8.790622711
58319,-6.780062675
58510,-5.769276142
58721,-3.565631151
58943,-3.355647326
59146,-2.793263435
59397,-4.56687355
59546,-2.715336323
59695,-5.245792389
59871,-7.430339813
60021,-7.147693634
60254,-4.507167816
60470,-5.866558552
60632,-3.784824133
60798,-3.229891062
61016,-5.036574364
61155,-7.618085861
61353,-7.331144333
61599,-9.5662117
61782,-10.16742992
61933,-8.510083199
62112,-7.521678925
62331,-6.241430283
62558,-3.292804003
62760,-2.828334093
62957,-1.242635369
63122,-0.893691182
63295,-2.382332325
63529,-4.121555328
63734,-6.637815952
63938,-8.646468163
64113,-7.006145477
64280,-5.324485302
64463,-4.154618263
64631,-0.441585422
64829,1.787794352
64998,1.686218739
65212,0.193231016
65386,-1.834906936
65577,0.525991559
65778,-0.266020089
65990,0.714834571
66194,0.130304217
66412,2.159096003
66639,0.049009759
66816,-1.455499768
67057,-3.35236001
67255,-2.958199263
67484,-4.41718483
67678,-7.610414028
67848,-6.995060444
68007,-8.868177414
68183,-8.040877342
68392,-9.211378098
68591,-6.894543171
68842,-5.595807552
69025,-3.253444195
69234,-4.941256523
69431,-3.591210842
69656,-5.492966175
69825,-9.193237305
70021,-6.177127838
70203,-6.16337204
70394,-8.243971825
70622,-9.068296432
70891,-8.360118866
71083,-10.78352928
71267,-10.08840942
71477,-8.570145607
71694,-5.307189941
71906,-2.576400995
72112,-3.526305437
72296,-3.595558643
72459,-4.027358532
72705,-6.29023695
72913,-6.780219555
73094,-8.014117241
73304,-7.422557354
73569,-8.586546898
73797,-7.216800213
74003,-7.68990469
74244,-8.219593048
74452,-8.060977936
74678,-7.504693508
74849,-7.376746655
75057,-7.672690868
75269,-8.821053505
75512,-10.88013935
75744,-10.34345627
75902,-11.53389931
76135,-11.28337383
76375,-10.53995037
76605,-7.75911665
76808,-7.005745411
77050,-7.088941574
77198,-6.74131012
77376,-4.494009495
77629,-5.970501423
77853,-5.306276798
78080,-5.476820946
78281,-4.738059044
78494,-6.008383751
78753,-9.228270531
79005,-11.30708313
79258,-8.213228226
79488,-8.579446793
79757,-7.380288124
79979,-4.514437675
80234,-4.815855026
80470,-6.887959003
80767,-9.229531288
81010,-10.76747513
81260,-12.02979374
81530,-10.83398914
81713,-10.22545624
81941,-8.722207069
82225,-8.718132019
82497,-8.900972366
82685,-11.23414898
82944,-13.11322689
83185,-13.17437363
83429,-12.11276627
83686,-11.31857872
83951,-9.77121067
84132,-8.59746933
84360,-8.131300926
84610,-10.17601585
84861,-10.32550526
85109,-9.195068359
85323,-9.967990875
85596,-10.67742443
85873,-9.223418236
86135,-8.140617371
86362,-10.13977337
86587,-10.77937508
86765,-10.80494785
87013,-9.841547012
87222,-12.62764168
87474,-12.02057266
87677,-9.784882545
87928,-11.48400307
88143,-11.17843819
88379,-7.288312435
88561,-6.334570885
88837,-9.212016106
89122,-6.636128902
89307,-7.757911682
89546,-9.199708939
89751,-8.510802269
89956,-4.805928707
90229,-3.239384174
90442,-2.626724482
90657,-2.055664778
90879,-3.306645393
91106,-5.199738026
91357,-8.38859272
91585,-7.863540649
91820,-8.906150818
92079,-6.657350063
92318,-5.618862152
92532,-3.183055162
92797,-4.619449139
92985,-5.104969501
93204,-6.208909035
93402,-7.517047405
93632,-9.610637665
93871,-9.660516739
94126,-10.03271198
94361,-12.39593792
94611,-11.69243813
94830,-11.41125107
95078,-10.32124233
95299,-8.947964668
95574,-7.510207176
95770,-8.056721687
96012,-6.667435646
96243,-6.121704578
96489,-6.467363834
96687,-4.793204308
96920,-5.498498917
97154,-8.149841309
97389,-9.47287941
97590,-9.387512207
97828,-10.07445431
98062,-8.564480782
98325,-7.945468426
98640,-10.19358253
98880,-9.707453728
99164,-10.57185745
99398,-11.75789165
99587,-10.67485046
99860,-9.125864029
