Wall time,Step,Value
1745778055.6702867,800,-11.25253677368164
1745778078.6424372,1600,-3.319868326187134
1745778102.6519196,2400,-1.4273195266723633
1745778124.7994504,3200,-0.1608249992132187
1745778148.9562788,4000,-0.45915281772613525
1745778171.739353,4800,-2.56386399269104
1745778195.3873763,5600,-3.894195795059204
1745778218.282988,6400,-2.741084337234497
1745778240.567176,7200,3.4593851566314697
1745778262.6828022,8000,1.5770716667175293
1745778285.4142523,8800,1.772923469543457
1745778310.6094632,9600,3.3559229373931885
1745778333.2887785,10400,2.539055109024048
1745778356.273009,11200,2.436703681945801
1745778379.3352692,12000,1.0464390516281128
1745778401.831357,12800,1.4327012300491333
1745778424.779524,13600,-0.752665102481842
1745778447.5622811,14400,1.09333336353302
1745778470.3186905,15200,0.5727213621139526
1745778492.8493776,16000,2.8738765716552734
1745778515.967779,16800,2.8235583305358887
1745778539.1474252,17600,-0.37783098220825195
1745778562.6254513,18400,-1.788256287574768
1745778586.1306849,19200,2.4974794387817383
1745778609.9124296,20000,0.9986421465873718
1745778632.0678983,20800,4.0140790939331055
1745778654.7749074,21600,6.69093132019043
1745778676.751619,22400,2.762085199356079
1745778699.8002071,23200,-0.41917991638183594
1745778722.3419929,24000,-1.724999189376831
1745778745.4755511,24800,0.49273842573165894
1745778767.3557992,25600,2.135159730911255
1745778789.2076583,26400,2.228224277496338
1745778811.6818082,27200,0.8913568258285522
1745778835.1013217,28000,-2.0857622623443604
1745778858.0168536,28800,-0.4975912272930145
1745778881.9295316,29600,3.1805171966552734
1745778905.1779642,30400,4.196552276611328
